Network Name,Latitude,Longitude,EOVs sampled,Date start sampled,Date end sampled,sampling site name,Original Order
OTNGlobal,46.02,-59.05,NA,4/17/16,5/5/17,V2LSCF-S18,7753
OTNGlobal,-51.51,-59.04,NA,1/20/19,NA,1-Feb,16504
OTNGlobal,-51.7,-59.04,NA,12/5/18,NA,1-Jan,17750
OTNGlobal,-51.59,-59.04,NA,1/20/19,NA,2-Mar,20036
OTNGlobal,46.24,-59.04,NA,4/17/16,5/5/17,V2LSCF-N20,10039
OTNGlobal,46.02,-59.03,NA,NA,NA,S01,22101
OTNGlobal,66.25,-59.03,NA,NA,NA,FUG12,2986
OTNGlobal,-51.6,-59.03,NA,1/20/19,NA,1-Mar,21808
OTNGlobal,46.24,-59.02,NA,4/17/16,5/5/17,V2LSCF-N21,14383
OTNGlobal,46.02,-59.02,NA,6/10/18,8/7/19,S107,13812
OTNGlobal,46.25,-59.01,NA,6/10/18,8/7/19,N123,9566
OTNGlobal,46.02,-59.01,NA,4/17/16,5/5/17,V2LSCF-S3,6176
OTNGlobal,46.02,-59,NA,NA,NA,S04,3043
OTNGlobal,46.02,-58.99,NA,4/17/16,5/5/17,V2LSCF-S4,5839
OTNGlobal,46.02,-58.98,NA,NA,NA,S05,21958
OTNGlobal,-51.7,-58.98,NA,12/5/18,NA,2-Jan,21721
OTNGlobal,-51.51,-58.98,NA,1/20/19,NA,2-Feb,17553
OTNGlobal,67.64,-58.97,NA,9/18/16,9/21/17,Nar03-01,12986
OTNGlobal,46.02,-58.97,NA,NA,NA,S06,21987
OTNGlobal,46.02,-58.96,NA,6/10/18,8/7/19,S112,7515
OTNGlobal,67.65,-58.95,NA,9/18/16,9/21/17,Nar03-02,11394
OTNGlobal,46.02,-58.94,NA,6/10/18,8/7/19,S113,13271
OTNGlobal,46.02,-58.93,NA,6/10/18,8/7/19,S114,6434
OTNGlobal,67.66,-58.92,NA,9/18/16,9/21/17,Nar03-03,12177
OTNGlobal,46.02,-58.92,NA,6/10/18,8/7/19,S115,9145
DFOCanada,48.58,-58.91,NA,6/19/12,11/15/12,BC001,6362
OTNGlobal,46.02,-58.9,NA,6/10/18,8/7/19,S116,7901
OTNGlobal,46.02,-58.89,NA,6/10/18,8/7/19,S117,9123
OTNGlobal,67.67,-58.89,NA,9/18/16,9/21/17,Nar03-04,11875
OTNGlobal,46.02,-58.88,NA,4/17/16,5/5/17,V2LSCF-S13,8016
OTNGlobal,48.93,-58.88,NA,7/9/16,7/10/17,BOOJAS009,10936
OTNGlobal,46.02,-58.86,NA,6/10/18,8/7/19,S119,7941
OTNGlobal,46.02,-58.85,NA,6/10/18,8/7/19,S120,20729
OTNGlobal,46.02,-58.84,NA,4/17/16,5/5/17,V2LSCF-S21,13332
OTNGlobal,46.02,-58.83,NA,8/7/19,NA,S122,8458
OTNGlobal,46.02,-58.81,NA,6/10/18,8/7/19,S123,10273
OTNGlobal,66.25,-58.81,NA,NA,NA,FUG11,22046
OTNCanada,48.8,-58.74,NA,6/19/12,8/22/12,GDL-WG201206,16439
OTNGlobal,46.36,-58.73,NA,6/17/15,5/1/16,BOOJAY-1905,9155
OTNGlobal,66.25,-58.58,NA,NA,NA,FUG10,22262
OTNGlobal,67.41,-58.47,NA,9/18/16,9/21/17,Nar04-01,13513
OTNGlobal,66.25,-58.35,NA,NA,NA,FUG09,21970
OTNGlobal,67.44,-58.33,NA,9/18/16,9/21/17,Nar04-02,9280
OTNGlobal,67.45,-58.29,NA,9/18/16,9/21/17,Nar04-03,9366
OTNGlobal,67.47,-58.22,NA,9/18/16,9/21/17,Nar04-04,14995
OTNGlobal,66.25,-58.12,NA,NA,NA,FUG08,22207
OTNGlobal,51.32,-58.03,NA,6/18/14,8/24/14,OF03,15749
OTNGlobal,51.37,-58.01,NA,6/13/14,8/8/14,OF02,10482
OTNGlobal,51.39,-58,NA,6/14/14,8/8/14,OF01,10720
OTNGlobal,66.25,-57.9,NA,NA,NA,FUG07,21999
OTNGlobal,55.6,-57.75,NA,8/9/15,7/13/16,BOOJAS011,8057
OTNGlobal,66.98,-57.69,NA,9/12/15,NA,C4,7570
OTNGlobal,66.25,-57.65,NA,NA,NA,FUG06,22135
OTNGlobal,51.27,-57.54,NA,7/10/16,7/11/17,BOOJAS010,10924
OTNGlobal,66.25,-57.43,NA,NA,NA,FUG05,22102
OTNCanada,53.65,-57.36,NA,6/18/15,8/9/15,Separation point 1,11774
OTNCanada,53.63,-57.35,NA,6/28/15,8/20/15,Separation point 2,11314
OTNCanada,53.62,-57.35,NA,6/9/15,8/9/15,Separation point 3,14042
OTNCanada,53.46,-57.3,NA,6/9/15,8/17/15,Paradise River,8234
OTNCanada,53.54,-57.28,NA,6/9/15,8/20/15,Saddle Island,15620
OTNCanada,53.69,-57.25,NA,6/28/15,8/9/15,North Bay,9127
OTNCanada,53.63,-57.24,NA,6/28/15,8/3/15,Middle bay,5002
OTNGlobal,66.25,-57.19,NA,NA,NA,FUG04,4209
OTNGlobal,44.46,-57.18,NA,9/22/15,9/21/16,BOOJAY-M1907,17020
OTNCanada,53.69,-57.16,NA,6/18/15,8/9/15,Earl Island West,14014
OTNCanada,53.57,-57.16,NA,6/9/15,8/17/15,Southeast Point,8164
OTNCanada,53.73,-57.13,NA,6/18/15,8/25/15,Main Tickle 1,5664
OTNCanada,53.71,-57.13,NA,6/18/15,8/10/15,Main Tickle 3,14120
OTNCanada,53.72,-57.13,NA,6/18/15,NA,Main Tickle 2,20680
OTNCanada,53.63,-57.12,NA,6/9/15,8/17/15,Long Stretch 1,16061
OTNCanada,53.64,-57.12,NA,6/9/15,8/17/15,Long Stretch 2,7465
OTNCanada,53.64,-57.09,NA,6/6/15,8/25/15,River mouth 1,16055
OTNCanada,53.75,-57.08,NA,6/18/15,8/8/15,North River,11731
OTNCanada,53.64,-57.08,NA,6/6/15,8/25/15,River mouth 2,11310
OTNCanada,53.66,-57.07,NA,6/6/15,8/11/15,The Narrows 1,9978
OTNCanada,53.68,-57.06,NA,6/6/15,8/3/15,The Narrows 2,15178
OTNCanada,53.62,-57.04,NA,7/27/15,8/25/15,River/counting fence,5087
OTNGlobal,67.04,-57.04,NA,9/11/15,NA,C5,13851
OTNCanada,53.71,-57.03,NA,6/6/15,8/11/15,The Narrows 3,13151
OTNCanada,53.81,-57.01,NA,6/18/15,8/8/15,Huntington Island West,15584
OTNCanada,53.86,-57,NA,6/18/15,8/5/15,Packs Harbor East,14603
OTNCanada,53.59,-56.98,NA,7/12/15,8/23/15,Pond 1,6656
OTNCanada,53.85,-56.98,NA,6/18/15,8/5/15,Packs Harbor west,15934
OTNCanada,53.82,-56.97,NA,6/18/15,8/5/15,Huntington Island North 1,15593
OTNGlobal,66.25,-56.97,NA,NA,NA,FUG03,22044
OTNCanada,53.83,-56.97,NA,6/18/15,8/5/15,Huntington Island North 2,18868
OTNCanada,53.74,-56.96,NA,6/15/15,8/8/15,Huntington Island South 1,11730
OTNCanada,53.59,-56.95,NA,7/27/15,7/22/16,Pond 2,12463
OTNCanada,53.6,-56.93,NA,7/12/15,7/30/16,Pond 3,11409
OTNGlobal,51.43,-56.92,NA,9/21/14,12/18/14,OCM-1,10822
OTNGlobal,51.41,-56.92,NA,9/26/14,12/18/14,OCM-WA,6777
OTNCanada,53.61,-56.9,NA,8/19/15,7/30/16,Pond 4,11986
OTN,51.47,-56.89,NA,7/9/17,7/18/17,L'Anse L'Amour 2,6506
OTN,51.46,-56.89,NA,7/9/17,7/18/17,L'Anse L'Amour 1,5768
OTNCanada,53.62,-56.88,NA,8/23/15,7/30/16,Pond 6,6869
OTNCanada,53.77,-56.85,NA,6/18/15,8/10/15,Huntington Island South 4,7842
OTNCanada,53.62,-56.84,NA,8/19/15,7/30/16,Pond 5,16015
OTNCanada,53.76,-56.83,NA,6/18/15,8/10/15,Huntington Island South 3,9224
OTN,51.5,-56.82,NA,6/29/18,7/22/18,L'Anse au Loup 1,13817
OTNCanada,53.75,-56.82,NA,6/15/15,8/10/15,Hare Harbor,11788
OTN,51.46,-56.82,NA,8/23/12,8/7/13,SBX-PODLB,5954
OTN,51.49,-56.81,NA,6/21/18,8/17/18,SB30,15630
OTNCanada,53.61,-56.81,NA,8/23/15,7/30/16,Pond 7,15500
OTN,51.51,-56.81,NA,6/29/18,7/8/18,L'Anse au Loup 2,14726
OTN,51.48,-56.81,NA,6/13/13,8/26/13,SBX026,7491
OTN,51.49,-56.8,NA,6/1/10,10/15/10,SOBI020,5047
OTN,51.48,-56.8,NA,6/16/16,8/31/16,SOBI 25-2016,6803
OTNCanada,53.6,-56.8,NA,8/23/15,7/30/16,Pond 8,7482
OTN,51.49,-56.79,NA,6/18/09,7/25/09,SOBI019,5062
OTNCanada,53.79,-56.79,NA,6/15/15,8/10/15,Cape Horn,10048
OTN,51.47,-56.79,NA,6/21/18,NA,SB27,21540
OTNGlobal,51.38,-56.79,NA,6/25/14,9/24/14,OCM-3,11391
OTN,51.52,-56.79,NA,6/23/17,8/20/17,SOBI N28,8307
OTN,51.47,-56.78,NA,6/16/16,8/31/16,SOBI 21-2016,14423
OTN,51.48,-56.78,NA,NA,NA,SOBI 20750,22306
OTN,51.52,-56.78,NA,6/22/18,9/28/18,SOBI N27,9934
OTN,51.51,-56.77,NA,6/17/16,9/1/16,SOBI N 26-2016,9878
OTN,51.46,-56.77,NA,6/21/18,8/17/18,SB24,7760
OTN,51.21,-56.77,NA,6/17/08,10/7/08,ASF-WAB001,17146
OTN,51.48,-56.77,NA,6/1/10,10/15/10,SOBI017,5072
OTNCanada,53.61,-56.77,NA,8/23/15,7/30/16,Pond 9,9459
OTN,51.47,-56.76,NA,6/1/10,10/12/10,SOBI016,5115
OTNCanada,53.61,-56.76,NA,8/23/15,7/30/16,Pond 10,9214
OTN,51.46,-56.76,NA,6/16/11,8/17/11,SBX018,11158
OTN,51.5,-56.76,NA,6/22/18,8/26/18,SOBI N24,9863
OTN,51.45,-56.76,NA,NA,NA,SBX-ST031,22287
OTN,51.45,-56.75,NA,NA,NA,SBX-ST029,22228
OTN,51.46,-56.75,NA,6/1/10,10/12/10,SOBI015,5761
OTN,51.5,-56.75,NA,6/23/17,9/20/17,SOBI N23,9533
OTN,51.37,-56.75,NA,8/7/13,10/6/14,SBX-PODNL,5429
OTN,51.45,-56.74,NA,6/21/18,8/17/18,SB20,5864
OTN,51.49,-56.74,NA,6/23/17,9/20/17,SOBI N22,11306
OTN,51.44,-56.74,NA,6/21/18,8/17/18,SB19,9719
OTN,51.44,-56.73,NA,6/23/17,8/26/17,SOBI 15,12892
OTN,51.49,-56.73,NA,6/17/16,9/1/16,SOBI N 21-2016,7139
OTN,51.48,-56.73,NA,6/17/16,9/1/16,SOBI N 20-2016,10677
OTN,51.44,-56.72,NA,6/21/18,8/17/18,SB17,6154
OTN,51.43,-56.72,NA,6/21/18,8/17/18,SB16,9351
OTN,51.48,-56.72,NA,6/22/18,8/23/18,SOBI N19,8876
OTN,51.43,-56.71,NA,NA,NA,Sent09,4729
OTNGlobal,66.25,-56.71,NA,NA,NA,FUG02,21982
OTN,51.47,-56.71,NA,6/23/17,10/26/17,SOBI N18,4954
OTN,51.43,-56.7,NA,6/21/18,8/17/18,SB14,15890
OTN,51.47,-56.7,NA,6/22/18,8/23/18,SOBI N17,12538
OTN,51.42,-56.7,NA,6/21/12,8/23/12,SBX011,10790
OTN,51.46,-56.69,NA,6/22/18,8/23/18,SOBI N16,13352
OTN,51.42,-56.69,NA,6/13/13,8/23/13,SBX010,8455
OTN,51.41,-56.69,NA,6/18/09,7/25/09,SOBI008,7001
OTN,51.41,-56.68,NA,6/21/18,8/17/18,SB11,6860
OTNGlobal,67.07,-56.68,NA,9/10/15,NA,C6,13583
OTN,51.45,-56.68,NA,6/23/17,9/20/17,SOBI N14,5123
OTN,51.41,-56.67,NA,6/21/12,8/23/12,SBX008,5896
OTNGlobal,51.38,-56.67,NA,9/24/14,12/18/14,OCM-4-WA,11917
OTN,51.4,-56.67,NA,6/18/08,7/30/08,SOBI006,8073
OTN,51.45,-56.67,NA,6/17/16,10/17/16,SOBI N 13-2016,12821
OTN,51.41,-56.66,NA,6/23/17,8/24/17,SOBI 7,10160
OTN,51.4,-56.66,NA,6/21/18,8/17/18,SB08,10856
OTN,51.44,-56.66,NA,6/23/17,9/20/17,SOBI N12,14595
OTN,51.44,-56.65,NA,6/21/18,8/23/18,SOBI N11,8928
OTN,51.4,-56.65,NA,6/21/18,8/17/18,SB06,13183
OTN,51.39,-56.65,NA,6/18/08,7/30/08,SOBI004,6460
OTN,51.43,-56.65,NA,6/17/16,9/1/16,SOBI N 10-2016,11635
OTN,51.39,-56.64,NA,NA,NA,Sent02,46
OTN,51.43,-56.64,NA,6/21/18,8/23/18,SOBI N09,13660
OTN,51.39,-56.63,NA,6/13/13,8/23/13,SBX003,7735
OTN,51.42,-56.63,NA,6/21/18,8/23/18,SOBI N08,9128
OTN,51.38,-56.63,NA,6/21/18,8/17/18,SB03,6507
OTN,51.38,-56.62,NA,6/13/13,8/23/13,SBX002,6712
OTN,51.42,-56.62,NA,6/21/18,8/23/18,SOBI N07,7311
OTNGlobal,51.58,-56.62,NA,11/18/17,6/12/18,BELLE ISLE,11219
OTN,51.41,-56.61,NA,6/21/18,8/23/18,SOBI N06,7724
OTN,51.38,-56.61,NA,6/1/10,10/10/10,SOBI001,7765
OTN,51.4,-56.6,NA,6/21/18,8/18/18,SOBI N04,9101
OTN,51.4,-56.59,NA,6/21/18,8/22/18,SOBI N03,8004
OTN,51.39,-56.58,NA,6/21/18,8/22/18,SOBI N02,12308
OTN,51.38,-56.58,NA,6/13/13,NA,SBX-WHARF,19877
OTNGlobal,66.25,-56.49,NA,NA,NA,FUG01,22117
DFOCanada,47.62,-56.34,NA,4/24/08,7/17/08,Dragon Bay Point,7486
OTNGlobal,67.11,-56.33,NA,9/10/15,NA,WG1,13594
DFOCanada,52.56,-56.31,NA,6/16/14,10/10/14,Alexis River,16815
DFOCanada,47.52,-56.15,NA,4/24/08,7/17/08,Western Cove,12621
DFOCanada,52.55,-56.15,NA,6/7/12,NA,Light Tickle,5106
DFOCanada,47.65,-56.14,NA,4/24/08,7/20/08,Push Through-3,15619
DFOCanada,52.63,-56.14,NA,7/30/12,10/2/13,Shinneys Pond Inlet,8912
DFOCanada,47.73,-56.13,NA,4/22/08,7/20/08,Stone Point,16066
DFOCanada,52.61,-56.12,NA,7/30/12,10/2/13,Shinneys Pond West,7179
DFOCanada,47.69,-56.12,NA,4/22/08,7/19/08,Goblin Head Side-1,10868
DFOCanada,47.66,-56.1,NA,4/20/07,7/27/07,Push Through-2,13484
DFOCanada,52.62,-56.1,NA,7/30/12,10/8/14,Shinneys Pond North,6545
DFOCanada,47.7,-56.09,NA,4/23/08,7/20/08,Goblin Head Side-2,9892
DFOCanada,52.61,-56.08,NA,6/5/14,NA,Shinneys Pond East,9255
DFOCanada,47.68,-56.08,NA,4/23/08,7/18/08,Mid Bay-4,8940
DFOCanada,52.65,-56.07,NA,6/5/08,10/26/09,Hummac,7312
DFOCanada,47.7,-56.06,NA,4/22/08,7/18/08,Goblin Head Side-3,12878
DFOCanada,52.6,-56.06,NA,6/6/12,10/2/13,Shinneys Pond Outlet,8483
DFOCanada,52.58,-56.05,NA,6/2/11,NA,Cabin Bay,5696
DFOCanada,52.55,-56.05,NA,6/4/10,6/6/12,Small Cooper Island,7169
DFOCanada,47.7,-56.05,NA,4/20/07,7/27/07,Grandy Rocks,10006
DFOCanada,52.59,-56.05,NA,6/7/12,NA,River Mouth,15629
DFOCanada,52.58,-56.04,NA,10/9/14,NA,VPS4,21656
DFOCanada,52.59,-56.04,NA,10/9/14,NA,VPS1,18135
DFOCanada,47.69,-56.04,NA,4/23/08,NA,Mid Bay-3,19379
OTNCanada,52.42,-56.04,NA,NA,NA,IFS3-TEST-2015,22197
DFOCanada,47.68,-56.04,NA,5/8/07,7/14/07,Mid Bay-2,13034
DFOCanada,47.68,-56.03,NA,4/23/08,7/18/08,Mid Bay-5,13468
DFOCanada,52.59,-56.03,NA,6/8/11,NA,Bird Island,14240
DFOCanada,52.58,-56.03,NA,8/2/13,NA,VPS6,7740
DFOCanada,47.72,-56.03,NA,4/20/07,7/29/07,Lampidoes Passage South-5,9088
DFOCanada,47.73,-56.03,NA,4/24/06,7/25/06,Lampidoes Passage South-3,12623
DFOCanada,47.54,-56.02,NA,4/24/08,7/17/08,Halfway Point,11764
DFOCanada,52.59,-56.01,NA,6/15/05,6/1/11,Georges Cove,6797
DFOCanada,52.53,-56.01,NA,5/13/09,NA,Lazyman's Island,6706
DFOCanada,52.57,-56.01,NA,6/5/08,NA,Bar Tickle West,10882
DFOCanada,47.71,-56.01,NA,4/23/08,7/20/08,Below Island-2,15490
DFOCanada,47.61,-56.01,NA,4/24/08,7/17/08,Round Harbour,9695
DFOCanada,47.69,-56.01,NA,4/23/08,7/18/08,Below Island-1,13002
DFOCanada,52.56,-55.99,NA,5/15/09,6/7/12,Bobby Duck Island,8781
DFOCanada,52.54,-55.98,NA,5/15/09,10/25/09,Cartwright Island,14513
DFOCanada,52.6,-55.98,NA,6/1/11,NA,Magashu Tickle,9129
DFOCanada,47.7,-55.98,NA,4/25/08,7/18/08,North Isle Galet-3,9148
DFOCanada,52.63,-55.98,NA,10/26/09,6/3/10,Middle Island,5576
DFOCanada,52.61,-55.97,NA,5/31/11,NA,River Out,6276
DFOCanada,47.72,-55.97,NA,4/23/08,7/20/08,North Isle Galet-4,9369
DFOCanada,47.71,-55.96,NA,4/20/07,8/2/07,North Isle Galet-1,6944
DFOCanada,47.76,-55.95,NA,4/20/07,7/14/07,Lampidoes Passage North,11529
DFOCanada,47.71,-55.95,NA,4/20/07,7/14/07,Isle Galet,7018
DFOCanada,52.64,-55.95,NA,10/30/07,6/2/09,Cooper's Bight,8063
DFOCanada,47.7,-55.94,NA,4/20/07,7/29/07,South Isle Galet-1,5394
DFOCanada,52.56,-55.94,NA,6/4/14,NA,Dog Point Middle,18391
DFOCanada,47.68,-55.93,NA,4/20/07,7/29/07,Mid Bay,13563
DFOCanada,47.58,-55.92,NA,4/20/07,NA,In Water,19008
DFOCanada,52.61,-55.92,NA,6/1/11,NA,Peckham's Cove,5543
DFOCanada,47.64,-55.92,NA,4/26/07,7/29/07,Gaultois-2,14317
DFOCanada,47.6,-55.92,NA,4/24/08,7/17/08,Gaultois-1,15331
DFOCanada,52.53,-55.91,NA,6/4/09,6/6/12,Across From Jackie's Brook,5970
DFOCanada,47.6,-55.91,NA,4/20/07,7/29/07,Deep Water Pt,16043
DFOCanada,52.51,-55.91,NA,5/14/09,NA,Jackie's Brook,6323
DFOCanada,47.63,-55.9,NA,4/20/06,7/26/06,Gaultois Passage South-3,8106
DFOCanada,47.77,-55.89,NA,4/22/07,7/13/07,Dawson Passage-4,8905
DFOCanada,52.54,-55.89,NA,6/6/12,NA,Ballast Island,6107
DFOCanada,52.56,-55.89,NA,6/9/10,NA,Main Tickle,9765
DFOCanada,47.77,-55.88,NA,5/9/06,7/24/06,Lampidoes Passage North-1,12807
DFOCanada,47.74,-55.88,NA,4/17/07,7/29/07,Lampidoes Passage South-6,12650
OTNGlobal,67.14,-55.88,NA,9/10/15,NA,WG1.5,13172
DFOCanada,52.6,-55.87,NA,8/4/14,NA,Kelly Pt,14671
DFOCanada,47.74,-55.87,NA,4/17/07,7/13/07,Lampidoes Passage South-7,11538
DFOCanada,47.79,-55.86,NA,4/23/06,7/24/06,Roti Bay,5344
DFOCanada,47.77,-55.85,NA,4/24/06,7/25/06,Dawson Passage-1,14769
DFOCanada,52.6,-55.85,NA,6/6/12,NA,Salt Pond,7972
DFOCanada,47.78,-55.85,NA,4/23/06,7/24/06,Dawson Passage-3,5818
DFOCanada,52.57,-55.85,NA,5/25/06,NA,Williams Harbour Run - Inside,6417
DFOCanada,52.53,-55.84,NA,6/5/10,NA,Sandy Hook - Inside,13880
DFOCanada,47.76,-55.84,NA,5/9/07,7/13/07,Lampidoes Passage North-3,10125
DFOCanada,47.85,-55.83,NA,4/25/08,7/20/08,St. Albans-4,14393
DFOCanada,47.78,-55.83,NA,4/23/06,7/25/06,Seal Rocks-3,9355
DFOCanada,47.84,-55.82,NA,4/25/06,7/25/06,St. Albans-1,5942
DFOCanada,47.78,-55.82,NA,4/23/06,7/25/06,Seal Rocks-2,8354
DFOCanada,47.88,-55.81,NA,4/25/06,7/24/06,Milltown-1,10036
DFOCanada,47.78,-55.81,NA,4/23/06,7/25/06,Little River Outer Estuary,9260
DFOCanada,47.89,-55.81,NA,4/17/07,5/8/07,Milltown-2007,6900
DFOCanada,47.78,-55.8,NA,4/25/07,7/29/07,Dawson Passage-6,8380
DFOCanada,52.58,-55.79,NA,5/15/09,6/6/12,Hell Cove,11688
DFOCanada,52.6,-55.79,NA,6/7/12,NA,Kelly Island,13258
DFOCanada,47.78,-55.79,NA,4/25/08,7/22/08,Little River-1,10077
DFOCanada,52.56,-55.79,NA,8/5/14,NA,Tabby's Harbour,17715
DFOCanada,47.79,-55.78,NA,4/25/07,NA,Little River,17047
DFOCanada,47.8,-55.77,NA,4/25/08,7/22/08,Little River-2,6303
DFOCanada,47.87,-55.76,NA,4/20/06,7/25/06,Conne Causeway-2,8970
DFOCanada,52.55,-55.75,NA,5/15/09,9/8/12,Williams Harbour Run - Outside,5658
DFOCanada,52.63,-55.75,NA,6/5/08,7/31/14,Salmon Point - Inside,5949
OTNCanada,51.47,-55.74,NA,7/15/14,NA,PB3,9596
DFOCanada,52.51,-55.74,NA,6/5/08,NA,Sandy Hook - Outside,8896
DFOCanada,52.63,-55.74,NA,5/15/09,NA,Salmon Point - Outside,13850
OTNCanada,51.47,-55.73,NA,7/15/14,NA,PB4,6291
DFOCanada,52.53,-55.73,NA,10/17/08,NA,Copper Island,12124
DFOCanada,52.6,-55.73,NA,9/13/13,7/30/14,Hare Island,8056
DFOCanada,47.88,-55.72,NA,4/22/07,7/26/07,Deep Water Clift,6265
OTNCanada,51.45,-55.71,NA,7/17/14,NA,PB1,5168
DFOCanada,52.48,-55.71,NA,5/14/09,NA,Flat Island,13191
DFOCanada,52.54,-55.7,NA,9/26/13,7/30/14,Fish Rock - Inside,5802
DFOCanada,47.91,-55.7,NA,4/25/07,7/26/07,Stream Ring Bolt,6903
DFOCanada,47.91,-55.69,NA,4/25/08,7/29/08,Ring Bolt,11769
DFOCanada,47.92,-55.69,NA,5/14/08,8/8/08,Conne Counting Fence,14981
DFOCanada,52.54,-55.67,NA,6/5/08,6/6/10,Fish Rock - Outside,8852
DFOCanada,52.46,-55.62,NA,6/5/08,NA,Spear Point - Inside,11089
DFOCanada,52.47,-55.61,NA,6/5/08,NA,Spear Point - Outside,9143
DFOCanada,50.08,-55.6,NA,7/2/06,7/1/07,JBC-CAPE ST JOHN 6,13578
DFOCanada,49.54,-55.6,NA,6/14/12,NA,JBC-TRITON HARBOUR 1,16682
DFOCanada,50.06,-55.59,NA,7/2/06,7/1/07,JBC-CAPE ST JOHN 5,12197
DFOCanada,50.05,-55.58,NA,7/2/06,7/1/07,JBC-CAPE ST JOHN 4,8795
DFOCanada,49.6,-55.57,NA,1/26/11,6/14/12,JBC-TRITON NEWMANS BANK 2,17451
DFOCanada,50.03,-55.56,NA,7/2/06,7/1/07,JBC-CAPE ST JOHN 3,7613
DFOCanada,52.69,-55.55,NA,6/2/11,NA,Pinsents Arm,14730
DFOCanada,49.57,-55.55,NA,1/26/11,6/14/12,JBC-TRITON SOUTHERN HEAD 3,16421
DFOCanada,50.02,-55.55,NA,7/2/06,7/1/07,JBC-CAPE ST JOHN 2,10021
DFOCanada,50.01,-55.54,NA,7/2/06,NA,JBC-CAPE ST JOHN 1,21430
DFOCanada,49.53,-55.53,NA,1/26/11,6/14/12,JBC-TRITON PARSON GROUND 4,18272
OTNGlobal,67.19,-55.31,NA,9/9/15,NA,WG2,10525
OTNCanada,49.21,-55.3,NA,5/22/14,5/5/15,Camp10,5372
OTNCanada,49.22,-55.3,NA,5/22/14,5/5/15,Camp9,8907
OTNCanada,49.33,-55.21,NA,5/22/14,5/5/15,Camp7,14521
OTNCanada,49.26,-55.19,NA,5/22/14,5/5/15,Camp8,14465
OTNCanada,49.51,-55.15,NA,5/21/14,5/5/15,Camp23,5144
OTNCanada,49.52,-55.12,NA,5/21/14,5/5/15,Camp22,14038
OTNCanada,49.44,-55.11,NA,5/22/14,5/5/15,Camp14,6835
OTNCanada,49.38,-55.07,NA,5/22/14,12/12/14,Camp6,11413
OTNCanada,49.54,-55.03,NA,5/21/14,5/5/15,Camp25,10934
OTNCanada,49.5,-55.03,NA,5/22/14,5/5/15,Camp21,13779
OTNCanada,49.54,-55.02,NA,5/21/14,8/27/14,Camp26,10243
OTNCanada,49.54,-55,NA,5/21/14,12/12/14,Camp27,14179
OTNCanada,49.46,-54.99,NA,5/22/14,5/5/15,Camp14-2,10579
OTNCanada,49.42,-54.97,NA,5/22/14,5/5/15,Camp13,8308
OTNCanada,49.36,-54.95,NA,5/21/14,12/12/14,Camp2,8960
OTNCanada,49.56,-54.95,NA,5/21/14,NA,Camp28,19951
OTNCanada,49.51,-54.94,NA,5/22/14,NA,Camp5,19130
OTNCanada,49.44,-54.93,NA,5/21/14,5/5/15,Camp15,10046
OTNCanada,49.27,-54.93,NA,7/10/14,8/26/14,CampRiver2,10731
OTNCanada,49.36,-54.93,NA,5/21/14,12/12/14,Camp3,11043
OTNCanada,49.29,-54.92,NA,5/21/14,12/12/14,Camp1,14069
OTNCanada,49.28,-54.92,NA,8/27/14,11/29/14,CampRiver3,13335
OTNCanada,49.58,-54.92,NA,5/21/14,8/27/14,Camp29,12169
OTNCanada,49.48,-54.84,NA,5/21/14,NA,Camp19,10348
OTNCanada,49.35,-54.83,NA,5/21/14,12/12/14,Camp11,16136
OTNCanada,49.45,-54.82,NA,5/21/14,12/12/14,Camp16,5486
OTNCanada,49.4,-54.82,NA,5/21/14,12/12/14,Camp12,15679
OTNCanada,49.43,-54.82,NA,5/21/14,12/12/14,Camp17,12520
DFOCanada,49.75,-54.81,NA,10/28/08,6/24/09,JBC-TWILLINGATE 4,6596
DFOCanada,49.73,-54.8,NA,8/29/07,8/5/08,JBC-TWILLINGATE 3,8091
DFOCanada,49.71,-54.79,NA,8/30/07,8/5/08,JBC-TWILLINGATE 2,7058
DFOCanada,49.7,-54.72,NA,8/5/08,10/28/08,JBC-TWILLINGATE 1,6646
OTNGlobal,67.26,-54.48,NA,9/10/15,NA,WG4,13858
DFOCanada,49.58,-54.45,NA,NA,NA,JBC-CHANGE ISLAND WEST 2,3056
DFOCanada,49.58,-54.43,NA,6/30/07,8/6/08,JBC-WEST CHANGE ISLAND 1,5730
DFOCanada,49.65,-54.35,NA,6/30/06,6/30/07,JBC-EAST CHANGE ISLAND 1,9776
DFOCanada,52.22,-54.35,NA,7/16/12,NA,offshore 001,18368
DFOCanada,49.65,-54.33,NA,6/30/06,6/30/07,JBC-EAST CHANGE ISLAND 2,13382
DFOCanada,49.8,-54.28,NA,7/5/06,NA,JBC-FOGO 2,18580
DFOCanada,49.75,-54.27,NA,6/30/07,8/7/08,JBC-FOGO 1,12835
DFOCanada,49.76,-54.26,NA,8/7/08,NA,JBC-FOGO 3,17209
DFOCanada,53.01,-54.17,NA,7/16/12,NA,offshore 004,20295
DFOCanada,47.86,-54.1,NA,5/26/10,12/13/10,PBGC014,13699
DFOCanada,47.85,-54.1,NA,10/7/08,1/26/09,PBGC001,6084
DFOCanada,47.85,-54.09,NA,10/7/08,1/26/09,PBGC012S,5487
DFOCanada,47.86,-54.09,NA,5/27/10,12/13/10,PBGC006,14982
DFOCanada,47.87,-54.09,NA,10/7/08,1/26/09,PBGC004S,10537
