Network Name,Latitude,Longitude,EOVs sampled,Date start sampled,Date end sampled,sampling site name,Original Order
OTNGlobal,27.77,-175.9,NA,6/1/16,9/16/17,Meso Mid Ledge,2486
OTNGlobal,27.79,-175.86,NA,6/1/16,9/16/17,Main Channel - West Side,404
OTNGlobal,27.78,-175.86,NA,9/16/17,NA,Meso Main Channel,3647
OTNGlobal,27.79,-175.84,NA,9/14/15,6/1/16,SE Channel,2865
OTNGlobal,27.9,-175.72,NA,9/21/17,NA,NE Side,3792
OTNGlobal,23.83,-166.23,NA,9/9/17,NA,Round & Mullet,3802
OTNGlobal,23.63,-166.21,NA,9/11/14,NA,FFS-FFS SW MESO,3739
OTNGlobal,23.63,-166.19,NA,9/11/14,NA,FFS-RAPTURE MESO,3640
OTNGlobal,23.64,-166.19,NA,9/11/14,9/9/15,FFS-RAPTURE REEF,3873
OTNGlobal,23.62,-166.14,NA,9/11/14,NA,FFS-FFS SE MESO,3614
OTNGlobal,21.62,-158.15,NA,5/21/15,10/5/16,OAHU-NORTH SHORE SHARK ADVENTURES BUOY,101
OTNGlobal,21.62,-158.09,NA,10/5/16,8/17/17,Laniakea,3642
OTNGlobal,21.64,-158.07,NA,8/17/17,9/10/18,Waimea,531
OTNGlobal,21.68,-158.04,NA,8/20/14,NA,OAHU-SUNSET BEACH,3659
OTNGlobal,21.27,-157.9,NA,6/18/13,12/12/13,OAHU-WAIKIKI WEST DEEP,1077
OTNGlobal,21.28,-157.9,NA,4/26/12,NA,WAIKIKI WEST MIDDLE,3968
OTNGlobal,21.28,-157.89,NA,4/26/12,NA,WAIKIKI WEST SHALLOW,3886
OTNGlobal,21.27,-157.86,NA,11/18/16,8/8/17,WAIKIKI EAST DEEP,2520
OTNGlobal,21.28,-157.85,NA,6/18/13,12/12/13,OAHU-WAIKIKI EAST SHALLOW,3127
OTNGlobal,21.48,-157.83,NA,8/27/12,5/20/14,OAHU-REEF 44,2781
OTNGlobal,21.5,-157.83,NA,7/5/13,8/29/16,OAHU-GR5,1527
OTNGlobal,21.46,-157.82,NA,8/27/12,9/6/16,OAHU-KANEOHE MIDBAY,1490
OTNGlobal,21.53,-157.81,NA,9/20/12,NA,OAHU-ULUA BARGE,3933
OTNGlobal,21.5,-157.79,NA,9/12/16,9/26/17,Outer North K Bay,3394
OTNGlobal,21.43,-157.79,NA,8/27/12,8/12/14,OAHU-LILIPUNA,1678
OTNGlobal,21.43,-157.78,NA,8/12/14,8/29/16,OAHU-COCONUT - HIMB SE,263
OTNGlobal,21.49,-157.78,NA,12/7/12,11/19/13,OAHU-KIPAPA SHALLOW,1051
OTNGlobal,21.47,-157.78,NA,7/5/13,5/20/14,Turtle Cave,3798
OTNGlobal,21.5,-157.77,NA,12/7/12,11/19/13,OAHU-KIPAPA MEDIUM,297
OTNGlobal,21.51,-157.77,NA,12/7/12,11/19/13,OAHU-KIPAPA DEEP,477
OTNGlobal,21.27,-157.35,NA,12/12/13,11/25/14,OAHU-WAIKIKI EAST MID,471
OTNGlobal,20.92,-156.74,NA,4/26/15,NA,MAUI-KAANAPALI DEEP,3612
OTNGlobal,21.13,-156.7,NA,6/30/15,NA,Pailolo,3965
OTNGlobal,20.76,-156.62,NA,1/16/14,7/22/14,MAUI-OLOWALU DEEP,793
OTNGlobal,20.8,-156.62,NA,1/16/14,7/22/14,MAUI-OLOWALU SHALLOW,2143
OTNGlobal,20.71,-156.49,NA,10/21/13,7/24/14,MAUI-KALAMA DEEP,655
OTNGlobal,20.91,-156.48,NA,1/15/14,6/28/15,MAUI-WAIEHU SHALLOW,3904
OTNGlobal,20.67,-156.47,NA,7/24/14,12/7/14,MAUI-PALAUEA DEEP,563
OTNGlobal,20.73,-156.46,NA,10/21/13,7/24/14,MAUI-KALAMA SHALLOW,3165
OTNGlobal,20.95,-156.46,NA,1/15/14,4/26/15,MAUI-KAHULUI DEEP,402
OTNGlobal,20.93,-156.45,NA,1/15/14,4/26/15,Kahuui Mid,3884
OTNGlobal,20.67,-156.45,NA,10/21/13,7/23/14,MAUI-PALAUEA SHALLOW,2555
OTNGlobal,60.11,-148.24,NA,2/19/17,2/11/18,PWS-BP07,136
OTNGlobal,60.12,-148.22,NA,2/10/19,NA,PWS-BPA,1462
OTNGlobal,60.04,-148.14,NA,2/18/17,2/10/18,PWS-PWB,1618
OTNGlobal,60.05,-148.13,NA,2/19/17,2/10/18,PWS-POWP06,426
OTNGlobal,60.04,-148.13,NA,2/18/17,2/10/18,PWS-PWA,1667
OTNGlobal,60.05,-148.12,NA,2/18/16,2/18/17,PWS-POWP05,234
OTNGlobal,59.99,-148.11,NA,2/9/19,NA,PWS-EPB,212
OTNGlobal,60,-148.1,NA,2/9/19,NA,PWS-EP04,108
OTNGlobal,59.98,-148.1,NA,2/9/19,NA,PWS-EPA,2176
OTNGlobal,59.99,-148.1,NA,2/10/18,2/9/19,PWS-EP03,753
OTNGlobal,59.98,-148.04,NA,2/9/18,2/9/19,PWS-LPB,296
OTNGlobal,59.97,-148.04,NA,2/18/17,2/9/18,PWS-LPA,648
OTNGlobal,59.98,-148.03,NA,2/14/15,2/17/16,PWS-LP01,536
OTNGlobal,59.98,-147.89,NA,2/9/17,NA,PWS-MD,147
OTNGlobal,59.97,-147.88,NA,2/9/17,NA,PWS-MC,729
OTNGlobal,59.98,-147.88,NA,2/9/18,NA,PWS-M11,1960
OTNGlobal,59.98,-147.87,NA,3/18/13,NA,PWS-M10,2340
OTNGlobal,59.97,-147.87,NA,3/29/19,NA,M9_R,2740
OTNGlobal,59.96,-147.86,NA,4/6/18,3/27/19,M8_R,3484
OTNGlobal,59.96,-147.85,NA,3/18/13,NA,PWS-M07,1825
OTNGlobal,59.95,-147.85,NA,NA,NA,M6_R,22194
OTNGlobal,59.95,-147.84,NA,4/6/18,3/27/19,M5_R,2896
OTNGlobal,59.94,-147.83,NA,4/6/18,3/27/19,M4_R,3386
OTNGlobal,59.93,-147.83,NA,2/8/18,NA,PWS-MB,2284
OTNGlobal,59.93,-147.82,NA,4/6/18,3/27/19,M2_R,3367
OTNGlobal,59.92,-147.82,NA,2/9/17,2/8/18,PWS-MA,1771
OTNGlobal,59.92,-147.81,NA,3/18/13,NA,PWS-M01,2864
OTN,60.33,-146.95,NA,3/27/11,9/26/12,HINCHINBROOK ENTRANCE007,868
OTN,60.33,-146.94,NA,3/27/11,9/26/12,HINCHINBROOK ENTRANCE004,575
OTN,60.32,-146.93,NA,9/3/10,NA,HINCHINBROOK ENTRANCE006,3707
OTN,60.31,-146.93,NA,9/3/10,3/25/11,HINCHINBROOK ENTRANCE005,2524
OTN,60.33,-146.93,NA,3/27/11,9/26/12,HINCHINBROOK ENTRANCE003,1635
OTN,60.32,-146.92,NA,3/28/11,9/26/11,HINCHINBROOK ENTRANCE002,3200
OTN,60.31,-146.92,NA,9/2/10,3/25/11,HINCHINBROOK ENTRANCE001,1352
OTNGlobal,60.31,-146.91,NA,3/17/13,NA,PWS-H16,1503
OTNGlobal,60.3,-146.91,NA,2/8/17,NA,PWS-HD,3276
OTNGlobal,60.31,-146.9,NA,2/7/19,NA,H15_R,903
OTNGlobal,60.3,-146.89,NA,2/8/17,NA,PWS-HC,1708
OTNGlobal,60.31,-146.89,NA,2/7/19,NA,H14_R,2321
OTNGlobal,60.31,-146.88,NA,2/7/19,NA,H13_R,2344
OTNGlobal,60.31,-146.87,NA,3/17/13,2/8/17,PWS-H12,2918
OTNGlobal,60.32,-146.86,NA,2/7/19,NA,H11_R,2147
OTNGlobal,60.32,-146.85,NA,3/17/13,NA,PWS-H11,3178
OTNGlobal,60.32,-146.84,NA,2/7/19,NA,H10_R,2880
OTNGlobal,60.32,-146.83,NA,2/7/19,NA,H9_R,1278
OTNGlobal,60.32,-146.82,NA,2/7/19,NA,H8_R,1964
OTNGlobal,60.33,-146.8,NA,2/7/19,NA,H7_R,164
OTNGlobal,60.33,-146.79,NA,3/17/13,NA,PWS-H06,1410
OTNGlobal,60.33,-146.78,NA,3/17/13,NA,PWS-H05,1580
OTNGlobal,60.34,-146.77,NA,3/17/13,NA,PWS-H04,2156
OTNGlobal,60.34,-146.76,NA,2/7/19,NA,H4_R,650
OTNGlobal,60.34,-146.75,NA,10/1/14,NA,PWS-H03,3306
OTNGlobal,60.34,-146.74,NA,3/17/13,NA,PWS-H02,2959
OTNGlobal,60.33,-146.73,NA,2/7/17,NA,PWS-HB,2201
OTNGlobal,60.34,-146.73,NA,3/17/13,NA,PWS-H01,2721
OTNGlobal,60.34,-146.72,NA,2/7/17,NA,PWS-HA,900
OTN,60.69,-146.4,NA,6/3/10,12/7/10,Port Gravina013,351
OTN,60.69,-146.39,NA,4/10/12,5/24/12,Port Gravina012,643
OTN,60.69,-146.38,NA,10/13/08,NA,Port Gravina011,1205
OTN,60.68,-146.37,NA,10/13/08,NA,Port Gravina010,1017
OTN,60.68,-146.36,NA,10/13/08,NA,Port Gravina009,3511
OTN,60.67,-146.35,NA,10/13/08,NA,Port Gravina008,1684
OTN,60.67,-146.34,NA,10/13/08,NA,Port Gravina007,1182
OTN,60.67,-146.32,NA,10/13/08,NA,Port Gravina006,451
OTN,60.69,-146.32,NA,12/7/10,3/25/11,Port Gravina016,1141
OTN,60.66,-146.31,NA,10/13/08,NA,Port Gravina005,2495
OTN,60.66,-146.3,NA,10/13/08,NA,Port Gravina004,2317
OTN,60.66,-146.29,NA,10/13/08,NA,Port Gravina003,777
OTN,60.64,-146.29,NA,10/14/09,2/23/10,Port Gravina015,671
OTN,60.65,-146.28,NA,10/13/08,NA,Port Gravina002,2001
OTN,60.65,-146.27,NA,2/23/10,6/3/10,Port Gravina001,1827
OTN,60.67,-146.26,NA,6/3/10,12/6/10,Port Gravina020,207
OTN,60.66,-146.25,NA,6/3/10,12/6/10,Port Gravina018,344
OTN,60.67,-146.25,NA,10/14/09,2/23/10,Port Gravina021,122
OTN,60.67,-146.24,NA,2/23/10,6/3/10,Port Gravina014,265
OTN,60.67,-146.23,NA,2/23/10,6/4/10,Port Gravina019,1164
OTN,60.62,-146.22,NA,12/7/10,3/23/11,Port Gravina023,727
OTN,60.7,-146.16,NA,8/13/11,8/16/11,Port Gravina Upper001,1188
OTN,60.73,-146.14,NA,7/16/10,9/21/10,Port Gravina Upper002,254
OTN,60.71,-146.14,NA,7/19/10,9/21/10,Port Gravina Upper008,2529
OTN,60.72,-146.11,NA,7/16/10,9/21/10,Port Gravina Upper003,280
OTN,60.73,-146.09,NA,9/21/10,8/13/11,Port Gravina Upper004,2238
OTN,60.76,-146.09,NA,8/17/09,NA,Port Gravina Upper006,3948
OTN,60.75,-146.08,NA,9/21/10,8/13/11,Port Gravina Upper005,1940
OTN,60.76,-146.06,NA,8/17/09,NA,Port Gravina Upper007,3797
OTN,58.35,-137.28,NA,6/8/05,6/14/06,GRAVES_H013,258
OTN,58.35,-137.27,NA,9/13/09,9/15/10,GRAVES_H012,228
OTN,58.36,-137.26,NA,6/8/04,11/27/04,GRAVES_H011,220
OTN,58.36,-137.25,NA,8/11/07,9/13/08,GRAVES_H010,384
OTN,58.37,-137.23,NA,8/11/07,9/13/08,GRAVES_H009,272
OTN,58.37,-137.22,NA,5/31/09,9/7/09,GRAVES_H008,127
OTN,58.38,-137.21,NA,8/2/06,8/4/07,GRAVES_H007,99
OTN,58.38,-137.2,NA,8/2/06,8/4/07,GRAVES_H006,956
OTN,58.39,-137.19,NA,8/2/06,8/4/07,GRAVES_H005,621
OTN,58.39,-137.18,NA,6/8/05,6/14/06,GRAVES_H004,281
OTN,58.4,-137.17,NA,6/8/05,6/13/06,GRAVES_H003,244
OTN,58.4,-137.16,NA,5/31/09,9/7/09,GRAVES_H002,299
OTN,58.41,-137.15,NA,6/8/05,6/14/06,GRAVES_H001,76
OTN,58.16,-136.92,NA,8/3/06,8/5/07,GRAVES_H023,2833
OTN,58.17,-136.92,NA,6/8/05,6/14/06,GRAVES_H021,1498
OTN,58.17,-136.91,NA,5/31/09,9/6/09,GRAVES_H020,429
OTN,58.18,-136.9,NA,6/8/05,6/14/06,GRAVES_H019,983
OTN,58.19,-136.9,NA,8/11/07,9/12/08,GRAVES_H018,400
OTN,58.19,-136.89,NA,8/2/06,8/5/07,GRAVES_H017,1719
OTN,58.2,-136.88,NA,6/8/05,6/14/06,GRAVES_H016,152
OTN,58.2,-136.87,NA,9/13/09,9/15/10,GRAVES_H015,87
OTN,58.21,-136.86,NA,5/31/09,9/7/09,GRAVES_H014,1539
OTN,54.48,-128.74,NA,8/21/08,11/24/08,SKEENA-RKm108.9_01,830
OTN,54.5,-128.6,NA,8/20/08,11/24/08,SKEENA-RKm117.9_01,2216
OTN,50.34,-128.45,NA,5/14/11,5/19/12,LIPP044,2438
OTN,50.34,-128.44,NA,5/14/11,NA,LIPP043,2895
OTN,54.57,-128.44,NA,8/20/08,11/24/08,SKEENA-RKm132.9_01,1430
OTN,50.35,-128.43,NA,5/14/11,NA,LIPP042,1079
OTN,50.35,-128.42,NA,5/14/11,9/7/11,LIPP041,2461
OTN,50.36,-128.41,NA,5/14/11,5/19/12,LIPP039,1807
OTN,50.36,-128.4,NA,5/14/11,NA,LIPP038,2592
OTN,54.66,-128.39,NA,8/19/08,11/24/08,SKEENA-RKm144_01,2153
OTN,50.36,-128.39,NA,5/14/11,5/19/12,LIPP037,3192
OTN,50.36,-128.38,NA,5/14/11,9/4/11,LIPP036,2173
OTN,50.37,-128.38,NA,5/14/11,5/20/12,LIPP035,2887
OTN,50.37,-128.37,NA,5/14/11,4/24/12,LIPP034,2979
OTN,50.37,-128.36,NA,5/14/11,NA,LIPP033,3512
OTN,50.38,-128.35,NA,5/14/11,5/20/12,LIPP032,2602
OTN,50.38,-128.34,NA,5/14/11,5/20/12,LIPP030,445
OTN,50.39,-128.33,NA,6/29/06,10/1/10,LIPP024,231
OTN,50.38,-128.33,NA,5/14/11,NA,LIPP029,772
OTN,50.39,-128.32,NA,6/29/06,10/1/10,LIPP023,340
OTN,50.39,-128.31,NA,5/1/08,9/14/11,LIPP022,464
OTN,54.72,-128.31,NA,8/19/08,11/24/08,SKEENA-RKm154_01,2289
OTN,50.4,-128.3,NA,4/30/08,9/26/08,LIPP021,302
OTN,50.4,-128.29,NA,6/28/06,10/2/10,LIPP020,182
OTN,50.4,-128.28,NA,5/8/09,5/24/12,LIPP019,111
OTN,54.79,-128.28,NA,8/19/08,11/24/08,SKEENA-RKm162_01,140
OTN,50.41,-128.28,NA,5/13/11,NA,LIPP018,153
OTN,50.41,-128.27,NA,9/26/08,6/20/09,LIPP017,2380
OTN,50.42,-128.26,NA,6/28/06,10/2/10,LIPP016,742
OTN,50.42,-128.25,NA,6/28/06,10/2/10,LIPP015,369
OTN,50.42,-128.24,NA,6/28/06,10/2/10,LIPP014,2509
OTN,50.43,-128.23,NA,9/25/08,4/15/09,LIPP013,2626
OTN,50.43,-128.22,NA,5/13/11,5/22/12,LIPP012,645
OTN,50.43,-128.21,NA,5/13/11,5/22/12,LIPP011,626
OTN,50.44,-128.2,NA,6/28/06,9/30/10,LIPP010,1126
OTN,50.44,-128.19,NA,5/14/11,5/22/12,LIPP009,1376
OTN,50.44,-128.18,NA,5/14/11,5/21/12,LIPP008,672
OTN,50.45,-128.17,NA,6/28/06,9/29/10,LIPP007,1147
OTN,50.45,-128.16,NA,5/14/11,5/20/12,LIPP006,664
OTN,50.45,-128.15,NA,5/14/11,5/20/12,LIPP005,144
OTN,50.46,-128.14,NA,6/28/06,9/28/10,LIPP004,899
OTN,50.46,-128.13,NA,6/28/06,9/30/10,LIPP003,1434
OTN,50.46,-128.12,NA,5/8/09,9/20/09,LIPP002,170
OTN,50.47,-128.11,NA,6/27/06,9/16/06,LIPP001,515
OTN,50.09,-127.98,NA,8/14/04,9/16/04,BROOKS008,1543
OTN,50.1,-127.98,NA,8/14/04,9/16/04,BROOKS007,1504
OTN,50.1,-127.97,NA,4/23/04,8/13/04,BROOKS006,2581
OTN,50.11,-127.96,NA,4/19/05,11/20/05,BROOKS005,567
OTN,50.12,-127.95,NA,4/19/05,11/19/05,BROOKS004,1560
OTN,50.13,-127.94,NA,8/14/04,9/16/04,BROOKS002,1059
OTN,50.13,-127.93,NA,8/14/04,9/16/04,BROOKS001,581
OTNGlobal,50.77,-127.5,NA,3/23/18,NA,NEWQCS025,2909
OTNGlobal,50.78,-127.5,NA,3/23/18,NA,NEWQCS024,846
OTNGlobal,50.78,-127.49,NA,4/12/14,5/5/15,QCS022,148
OTNGlobal,50.79,-127.49,NA,3/23/18,NA,NEWQCS023,2742
OTNGlobal,50.79,-127.48,NA,9/7/06,9/30/11,QCS020,554
OTNGlobal,50.78,-127.48,NA,11/22/14,NA,QCS22A,287
OTNGlobal,50.8,-127.48,NA,3/23/18,NA,NEWQCS021,859
OTNGlobal,50.81,-127.48,NA,3/23/18,NA,NEWQCS020,2346
OTNGlobal,50.8,-127.47,NA,3/30/06,9/9/06,QCS018,371
OTNGlobal,50.82,-127.47,NA,3/23/18,NA,NEWQCS019,2534
OTNGlobal,50.81,-127.46,NA,4/21/04,8/9/04,QCS017,1204
OTNGlobal,50.82,-127.46,NA,3/23/18,4/7/19,NEWQCS018,2797
OTNGlobal,50.82,-127.45,NA,4/21/04,8/9/04,QCS016,1024
OTNGlobal,50.83,-127.45,NA,3/23/18,4/7/19,NEWQCS017,103
OTNGlobal,50.83,-127.44,NA,3/23/18,NA,NEWQCS015,2061
OTN,55.22,-127.44,NA,8/20/08,11/25/08,SKEENA-RKm284.8_01,954
OTNGlobal,50.84,-127.43,NA,3/23/18,NA,NEWQCS014,330
OTNGlobal,50.83,-127.43,NA,3/30/06,9/9/06,QCS013,175
OTNGlobal,50.84,-127.42,NA,3/24/18,NA,NEWQCS013,2139
OTNGlobal,50.85,-127.42,NA,3/24/18,NA,NEWQCS012,860
OTNGlobal,50.85,-127.41,NA,3/24/18,NA,NEWQCS011,1362
OTNGlobal,50.84,-127.41,NA,5/17/12,NA,QCS011,145
OTNGlobal,50.86,-127.4,NA,3/24/18,4/8/19,NEWQCS010,1779
OTNGlobal,50.85,-127.4,NA,8/10/04,9/20/04,QCS010,1909
OTNGlobal,50.86,-127.39,NA,3/24/18,4/8/19,NEWQCS009,2511
OTNGlobal,50.87,-127.39,NA,3/24/18,4/8/19,NEWQCS008,2459
OTNGlobal,50.86,-127.38,NA,4/21/04,8/9/04,QCS008,306
OTN,55.17,-127.38,NA,7/10/09,8/26/09,SKEENA-RKm291.9_01,430
OTNGlobal,50.87,-127.38,NA,3/24/18,NA,NEWQCS007,456
OTNGlobal,50.88,-127.37,NA,3/24/18,NA,NEWQCS006,1869
OTNGlobal,50.87,-127.37,NA,4/21/04,8/9/04,QCS007,142
OTN,55.13,-127.37,NA,7/10/09,11/9/09,SKEENA-RKm298.1_01,2087
OTNGlobal,50.88,-127.36,NA,3/24/18,NA,NEWQCS005,747
OTNGlobal,50.87,-127.36,NA,4/21/04,8/9/04,QCS006,200
OTNGlobal,50.89,-127.36,NA,3/24/18,NA,NEWQCS004,1912
OTNGlobal,50.88,-127.35,NA,9/10/06,5/13/12,QCS005,358
OTN,50.68,-127.35,NA,8/8/04,9/19/04,KEOGH003,419
OTNGlobal,50.89,-127.35,NA,3/24/18,NA,NEWQCS003,992
OTN,50.68,-127.34,NA,4/21/04,8/7/04,KEOGH002,609
OTNGlobal,50.9,-127.34,NA,3/24/18,NA,NEWQCS002,2782
OTNGlobal,50.89,-127.34,NA,3/30/06,9/10/06,QCS003,818
OTN,54.99,-127.34,NA,7/11/09,11/10/09,SKEENA-RKm317.6_01,2126
OTN,50.68,-127.33,NA,4/18/05,9/26/05,KEOGH001,639
OTNGlobal,50.9,-127.33,NA,4/17/05,9/26/05,QCS001,891
OTNGlobal,50.89,-127.33,NA,4/17/05,9/30/05,QCS002,885
OTN,55.01,-127.33,NA,7/11/09,11/10/09,SKEENA-RKm314.7_01,940
OTN,55.09,-127.32,NA,8/20/08,11/25/08,SKEENA-RKm302.5_01,2418
OTN,55.02,-127.32,NA,8/19/09,11/9/09,SKEENA-RKm313.3_01,1873
OTN,55.06,-127.31,NA,7/10/09,11/9/09,SKEENA-RKm307.3_01,320
OTN,54.94,-127.31,NA,8/21/08,11/26/08,SKEENA-RKm325_01,734
OTN,55.03,-127.31,NA,8/26/09,11/9/09,SKEENA-RKm311.8_01,2375
OTN,55.03,-127.3,NA,7/10/09,8/26/09,SKEENA-RKm311.2_01,1672
OTN,54.92,-127.22,NA,8/21/08,11/26/08,SKEENA-RKm331.5_01,962
OTN,54.8,-127.16,NA,7/12/09,9/23/09,SKEENA-RKm352.7_01,2428
OTN,54.8,-127.15,NA,9/23/09,11/11/09,SKEENA-RKm353.7_01,3119
OTN,54.78,-127.15,NA,8/21/08,11/25/08,SKEENA-RKm352.4_01,3534
OTN,50.55,-127,NA,5/27/05,9/20/05,NIMPKISH002,78
OTN,50.56,-127,NA,6/16/04,7/24/04,NIMPKISH001,453
OTNGlobal,50.46,-126.17,NA,4/28/15,NA,V4LPSF-JS_W_04,2789
OTNGlobal,50.47,-126.17,NA,4/28/15,NA,V4LPSF-JS_W_03,1166
OTNGlobal,50.48,-126.16,NA,4/28/15,NA,V4LPSF-JS_W_02,1317
OTNGlobal,50.46,-126.14,NA,4/28/15,NA,V4LPSF-JS_E_04,2025
OTNGlobal,50.47,-126.13,NA,4/28/15,NA,V4LPSF-JS_E_03,3299
OTNCanada,50.48,-126.13,NA,10/21/16,NA,JS_E_01,1634
OTNGlobal,48.33,-125.88,NA,5/15/16,5/16/17,BCH-1,3927
OTN,50.06,-125.74,NA,9/21/09,12/8/09,SALMON-01J,980
OTN,50.09,-125.68,NA,9/25/08,12/4/08,SALMON-01A,600
OTN,50.09,-125.67,NA,9/21/09,NA,SALMON-01F,3692
OTN,50.13,-125.67,NA,9/22/09,12/9/09,SALMON-01K,3392
OTN,50.1,-125.67,NA,9/25/08,12/4/08,SALMON-01E,1151
OTN,50.1,-125.66,NA,10/28/09,12/8/09,SALMON-01M,1733
OTN,50.09,-125.65,NA,9/18/09,3/31/10,SALMON-01D,284
OTN,50.1,-125.64,NA,9/18/09,12/8/09,SALMON-01H,1320
OTNGlobal,50.24,-125.39,NA,4/27/15,NA,V4LPSF-DISC_N_03,2274
OTNGlobal,50.24,-125.38,NA,4/27/15,NA,V4LPSF-DISC_N_02,155
OTNGlobal,50.21,-125.38,NA,4/27/15,NA,V4LPSF-DISC_S_03,376
OTNGlobal,50.24,-125.37,NA,4/27/15,NA,V4LPSF-DISC_N_01,2661
OTNGlobal,50.21,-125.37,NA,4/27/15,NA,V4LPSF-DISC_S_02,3019
OTNGlobal,50.21,-125.36,NA,4/27/15,NA,V4LPSF-DISC_S_01,544
OTNCanada,50.29,-125.35,NA,5/15/18,7/11/18,OKI_BRENT_FARM,1639
OTNCanada,50.3,-125.34,NA,4/7/18,7/19/18,OKI_VENTURE,1023
OTNCanada,50.31,-125.32,NA,4/7/18,7/19/18,OKI_OKISOLLO,2325
OTNCanada,50.43,-125.31,NA,4/6/18,7/18/18,NOD_SONPT,314
OTNCanada,50.31,-125.3,NA,4/7/18,7/19/18,OKI_E_03,730
OTNCanada,50.45,-125.28,NA,4/6/18,8/3/18,CORD_HALL_01,1268
OTNCanada,50.45,-125.27,NA,4/6/18,7/18/18,CORD_HALL_02,722
OTNCanada,50.42,-125.23,NA,4/6/18,7/18/18,CORD_HORN_02,117
OTNGlobal,50.08,-125.17,NA,4/26/15,NA,V4LPSF-SUTIL_N_10,2894
OTNGlobal,50.07,-125.17,NA,5/1/15,NA,V4LPSF-SUTIL_S_09,820
OTNGlobal,50.08,-125.16,NA,4/26/15,NA,V4LPSF-SUTIL_N_09,1920
OTNGlobal,50.07,-125.16,NA,5/1/15,NA,V4LPSF-SUTIL_S_08,317
OTNCanada,50.33,-125.15,NA,4/5/18,7/20/18,HOLE_W,211
OTNGlobal,50.08,-125.15,NA,4/26/15,NA,V4LPSF-SUTIL_N_08,1372
OTNGlobal,50.07,-125.14,NA,5/1/15,NA,V4LPSF-SUTIL_S_07,3123
OTNCanada,50.33,-125.14,NA,5/8/17,8/5/17,HOLE_E,403
OTNCanada,50.18,-125.14,NA,4/6/18,7/17/18,HOS_S_03,130
OTNGlobal,50.08,-125.14,NA,4/25/15,NA,V4LPSF-SUTIL_N_07,566
OTNCanada,50.19,-125.14,NA,5/9/17,6/6/17,HOS_N_03,468
OTNGlobal,50.07,-125.13,NA,5/1/15,NA,V4LPSF-SUTIL_S_06,2948
OTNCanada,50.19,-125.13,NA,4/6/18,7/17/18,HOS_N_02,924
OTNCanada,50.18,-125.13,NA,4/6/18,7/17/18,HOS_S_01,1175
OTNGlobal,50.08,-125.13,NA,4/25/15,NA,V4LPSF-SUTIL_N_06,462
OTNGlobal,50.07,-125.12,NA,5/1/15,NA,V4LPSF-SUTIL_S_05,2099
OTNGlobal,50.08,-125.12,NA,4/25/15,NA,V4LPSF-SUTIL_N_05,2872
OTNGlobal,50.07,-125.11,NA,5/1/15,NA,V4LPSF-SUTIL_S_04,1813
OTNGlobal,50.08,-125.11,NA,4/25/15,NA,V4LPSF-SUTIL_N_04,2475
OTNGlobal,50.07,-125.1,NA,5/1/15,NA,V4LPSF-SUTIL_S_03,491
OTNGlobal,50.08,-125.1,NA,4/25/15,NA,V4LPSF-SUTIL_N_03,1283
OTNGlobal,50.07,-125.09,NA,5/1/15,NA,V4LPSF-SUTIL_S_02,2017
OTNGlobal,50.08,-125.09,NA,4/25/15,NA,V4LPSF-SUTIL_N_02,950
OTNCanada,50.27,-125.09,NA,4/5/18,7/20/18,WHTRK,261
OTNGlobal,50.07,-125.08,NA,5/1/15,NA,V4LPSF-SUTIL_S_01,483
OTNGlobal,50.08,-125.08,NA,4/25/15,NA,V4LPSF-SUTIL_N_01,213
OTNGlobal,50.09,-125.05,NA,4/25/15,NA,V4LPSF-UGANDA_01,3316
OTNGlobal,50.07,-124.88,NA,4/24/15,NA,V4LPSF-DS_N_05,1805
OTNGlobal,50.06,-124.87,NA,4/24/15,NA,V4LPSF-DS_S_04,782
OTNGlobal,50.07,-124.87,NA,4/24/15,NA,V4LPSF-DS_N_04,2464
OTNGlobal,50.06,-124.86,NA,4/24/15,NA,V4LPSF-DS_S_03,1248
OTNGlobal,50.07,-124.86,NA,4/24/15,NA,V4LPSF-DS_N_03,1206
OTNGlobal,50.06,-124.85,NA,4/24/15,NA,V4LPSF-DS_S_02,2029
OTNGlobal,49.71,-124.85,NA,5/11/04,7/27/04,NSOG026,309
OTNGlobal,50.07,-124.85,NA,4/24/15,NA,V4LPSF-DS_N_02,2366
OTNGlobal,49.7,-124.85,NA,4/15/17,4/3/19,NSOG029P,1408
OTNGlobal,49.71,-124.84,NA,4/19/07,11/9/07,NSOG027,362
OTNGlobal,50.05,-124.84,NA,4/24/15,NA,V4LPSF-DS_S_01,3302
OTNGlobal,49.7,-124.84,NA,4/15/17,NA,NSOG028P,3571
OTNGlobal,49.71,-124.83,NA,7/28/04,9/9/04,NSOG024,82
OTNGlobal,49.71,-124.82,NA,7/19/06,NA,NSOG023,172
OTNGlobal,49.71,-124.81,NA,4/15/17,NA,NSOG025P,2675
OTNGlobal,49.71,-124.8,NA,4/15/17,NA,NSOG024P,2716
OTNGlobal,49.71,-124.79,NA,7/20/06,3/16/11,NSOG021,235
OTNGlobal,49.71,-124.78,NA,5/13/10,3/16/11,NSOG020,83
OTNGlobal,49.72,-124.77,NA,10/13/05,4/4/06,NSOG019,109
OTNGlobal,49.71,-124.77,NA,4/15/17,NA,NSOG021P,2185
OTNGlobal,49.72,-124.76,NA,4/20/16,8/8/17,NSOG018,97
OTNGlobal,49.71,-124.76,NA,4/15/17,NA,NSOG020P,3100
