Network name,Latitude,Longitude,EOVs sampled,Year start sampled,year end sampled,Sampling site name
SIBES,53.43,6.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1113
SIBES,53.43,6.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1114
SIBES,53.43,6.23,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1116
SIBES,53.43,6.24,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1117
SIBES,53.43,6.32,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1120
SIBES,53.43,6.33,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1122
SIBES,53.43,6.34,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1123
SIBES,53.43,6.36,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1126
SIBES,53.43,6.37,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1127
SIBES,53.43,6.38,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1128
SIBES,53.43,6.39,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1129
SIBES,53.43,6.4,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1131
SIBES,53.43,6.41,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1132
SIBES,53.43,6.42,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1133
SIBES,53.43,6.43,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1135
SIBES,53.43,6.44,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2014,2018,1136
SIBES,53.43,5.76,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1151
SIBES,53.43,5.77,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1153
SIBES,53.43,5.99,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1178
SIBES,53.43,6,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1179
SIBES,53.43,6.02,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1182
SIBES,53.43,6.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1191
SIBES,53.43,6.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1192
SIBES,53.43,6.28,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1201
SIBES,53.43,6.29,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1202
SIBES,53.43,6.3,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1204
SIBES,53.43,6.31,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2011,1205
SIBES,53.43,6.45,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1218
SIBES,53.43,6.46,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1220
SIBES,53.43,6.47,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1222
SIBES,53.44,5.73,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1224
SIBES,53.44,5.74,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1227
SIBES,53.44,5.75,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1228
SIBES,53.44,5.76,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1230
SIBES,53.44,5.77,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1232
SIBES,53.44,5.82,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1235
SIBES,53.44,5.83,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1237
SIBES,53.44,5.84,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1240
SIBES,53.44,5.85,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1241
SIBES,53.44,5.86,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1242
SIBES,53.44,5.87,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1244
SIBES,53.44,5.88,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1246
SIBES,53.44,5.89,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1247
SIBES,53.44,5.9,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1248
SIBES,53.44,5.91,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1250
SIBES,53.44,5.92,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1251
SIBES,53.44,5.97,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1255
SIBES,53.44,5.98,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1256
SIBES,53.44,5.99,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1257
SIBES,53.44,6,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1258
SIBES,53.44,6.01,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1259
SIBES,53.44,6.03,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2015,1262
SIBES,53.44,6.04,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1263
SIBES,53.44,6.05,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1265
SIBES,53.44,6.06,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1266
SIBES,53.44,6.07,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1267
SIBES,53.44,6.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1270
SIBES,53.44,6.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1271
SIBES,53.44,6.19,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1273
SIBES,53.44,6.2,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1274
SIBES,53.44,6.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1275
SIBES,53.44,6.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1276
SIBES,53.44,6.23,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1278
SIBES,53.44,6.24,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1279
SIBES,53.44,6.25,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1280
SIBES,53.44,6.28,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1282
SIBES,53.44,6.29,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1284
SIBES,53.44,6.3,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1285
SIBES,53.44,6.31,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1286
SIBES,53.44,6.32,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1287
SIBES,53.44,6.33,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1289
SIBES,53.44,6.34,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1290
SIBES,53.44,6.35,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1291
SIBES,53.44,6.36,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1292
SIBES,53.44,6.37,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1294
SIBES,53.44,6.38,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1295
SIBES,53.44,6.39,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1296
SIBES,53.44,6.4,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1298
SIBES,53.44,6.41,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1299
SIBES,53.44,6.42,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1300
SIBES,53.44,6.43,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1302
SIBES,53.44,6.44,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1303
SIBES,53.44,6.45,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1305
SIBES,53.44,6.46,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1306
SIBES,53.44,6.47,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1308
SIBES,53.44,6.48,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1309
SIBES,53.44,6.49,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1310
SIBES,53.44,6.5,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1312
SIBES,53.44,6.51,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1313
SIBES,53.44,6.52,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1314
SIBES,53.44,6.53,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1315
SIBES,53.44,5.93,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1331
SIBES,53.44,5.94,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1332
SIBES,53.44,6.26,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1355
SIBES,53.45,5.87,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1390
SIBES,53.44,6.54,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1391
SIBES,53.45,5.88,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1392
SIBES,53.45,5.89,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1393
SIBES,53.44,6.55,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1394
SIBES,53.45,5.9,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1395
SIBES,53.45,5.91,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1397
SIBES,53.44,6.56,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1398
SIBES,53.45,5.92,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2017,1399
SIBES,53.45,5.93,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1400
SIBES,53.45,5.94,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1402
SIBES,53.44,6.57,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2014,2018,1403
SIBES,53.45,6.01,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1408
SIBES,53.45,6.04,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1410
SIBES,53.45,6.06,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1411
SIBES,53.45,6.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1415
SIBES,53.45,6.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1416
SIBES,53.45,6.23,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1418
SIBES,53.45,6.24,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1419
SIBES,53.45,6.25,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1420
SIBES,53.45,6.26,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1422
SIBES,53.45,6.27,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1423
SIBES,53.45,6.29,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1425
SIBES,53.45,6.3,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1426
SIBES,53.45,6.31,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1427
SIBES,53.45,6.32,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1428
SIBES,53.45,6.33,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1430
SIBES,53.45,6.34,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1431
SIBES,53.45,6.35,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1432
SIBES,53.45,6.36,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1433
SIBES,53.45,6.37,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1435
SIBES,53.45,6.38,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1436
SIBES,53.45,6.39,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1437
SIBES,53.45,6.4,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1439
SIBES,53.45,6.42,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1442
SIBES,53.45,6.43,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1443
SIBES,53.45,6.44,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1444
SIBES,53.45,6.46,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1446
SIBES,53.45,6.47,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1448
SIBES,53.45,6.48,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1449
SIBES,53.45,6.49,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1450
SIBES,53.45,6.54,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1455
SIBES,53.45,6.55,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1456
SIBES,53.45,6.56,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1460
SIBES,53.45,6.57,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1466
SIBES,53.45,5.95,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,2018,1467
SIBES,53.45,6.58,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1469
SIBES,53.45,6.59,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2012,1471
SIBES,53.45,6.15,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1480
SIBES,53.45,6.28,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1489
SIBES,53.45,6.41,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2015,1506
SIBES,53.45,6.45,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1511
SIBES,53.46,5.91,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1518
SIBES,53.46,5.92,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1520
SIBES,53.46,5.93,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1521
SIBES,53.46,5.94,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1523
SIBES,53.46,5.95,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1526
SIBES,53.46,5.96,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1527
SIBES,53.45,6.6,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2012,1532
SIBES,53.46,6.04,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1535
SIBES,53.46,6.15,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1541
SIBES,53.46,6.16,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1542
SIBES,53.46,6.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1543
SIBES,53.46,6.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1544
SIBES,53.46,6.19,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1545
SIBES,53.46,6.2,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1546
SIBES,53.46,6.24,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2017,1548
SIBES,53.46,6.25,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1549
SIBES,53.46,6.26,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1551
SIBES,53.46,6.28,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1553
SIBES,53.46,6.29,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1554
SIBES,53.46,6.3,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1556
SIBES,53.46,6.31,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1557
SIBES,53.46,6.32,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1558
SIBES,53.46,6.33,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1560
SIBES,53.46,6.34,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1561
SIBES,53.46,6.35,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1562
SIBES,53.46,6.37,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1565
SIBES,53.46,6.38,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1566
SIBES,53.46,6.39,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1568
SIBES,53.46,6.4,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1569
SIBES,53.46,6.42,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1571
SIBES,53.46,6.45,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1575
SIBES,53.46,6.47,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1578
SIBES,53.46,6.53,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1581
SIBES,53.46,6.58,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1583
SIBES,53.46,6.6,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1585
SIBES,53.46,6.61,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1588
SIBES,53.46,6.03,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2016,1589
SIBES,53.46,6.62,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1590
SIBES,53.46,6.05,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1592
SIBES,53.46,6.63,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1593
SIBES,53.46,6.06,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1594
SIBES,53.46,6.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1603
SIBES,53.46,6.27,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1609
SIBES,53.46,6.36,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1622
SIBES,53.46,6.44,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1631
SIBES,53.46,6.46,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1633
SIBES,53.46,6.49,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1636
SIBES,53.46,6.5,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1637
SIBES,53.46,6.51,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1638
SIBES,53.46,6.52,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1639
SIBES,53.46,6.55,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1643
SIBES,53.46,6.59,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1644
SIBES,53.47,6.06,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1651
SIBES,53.46,6.64,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1653
SIBES,53.47,6.16,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1657
SIBES,53.47,6.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1658
SIBES,53.47,6.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1659
SIBES,53.47,6.19,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1661
SIBES,53.47,6.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1662
SIBES,53.47,6.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1663
SIBES,53.47,6.23,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1664
SIBES,53.47,6.26,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1666
SIBES,53.47,6.27,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2018,1667
SIBES,53.47,6.28,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1668
SIBES,53.47,6.29,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1669
SIBES,53.47,6.3,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1671
SIBES,53.47,6.31,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1672
SIBES,53.47,6.32,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1673
SIBES,53.47,6.33,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1676
SIBES,53.47,6.34,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1678
SIBES,53.47,6.35,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1680
SIBES,53.47,6.36,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1682
SIBES,53.47,6.37,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1683
SIBES,53.47,6.38,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,active,1684
SIBES,53.47,6.39,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,2016,1686
SIBES,53.47,6.4,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2008,2016,1688
SIBES,53.47,6.44,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1690
SIBES,53.47,6.45,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1691
SIBES,53.26,7.16,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,2013,1693
SIBES,53.26,7.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,2017,1694
SIBES,53.26,7.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1695
SIBES,53.26,7.19,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1696
SIBES,53.26,7.2,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1698
SIBES,53.26,7.1,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2010,active,1699
SIBES,53.26,7.12,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1700
SIBES,53.26,7.13,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1702
SIBES,53.26,7.14,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2010,active,1703
SIBES,53.26,7.15,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1704
SIBES,53.26,7.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1712
SIBES,53.26,7.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1713
SIBES,53.27,7.1,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1715
SIBES,53.27,7.11,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1716
SIBES,53.27,7.12,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1717
SIBES,53.27,7.13,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,2017,1719
SIBES,53.27,7.14,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1720
SIBES,53.27,7.15,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1721
SIBES,53.27,7.17,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1723
SIBES,53.27,7.18,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1724
SIBES,53.27,7.19,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1725
SIBES,53.27,7.2,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1727
SIBES,53.27,7.21,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1728
SIBES,53.27,7.22,"Macrozoobenthos abundance, Macrozoobenthos biomass, sediment grainsize",2009,active,1729
