Longitude_orig,"E,W",Latitude_orig,"N,S",Longitude,Latitude
144.51,E,41.92,N,144.51,41.92
144.515,E,41.9,N,144.51,41.9
144.517,E,37.75,N,144.52,37.75
144.517,E,40.067,N,144.52,40.07
144.52,E,42.008,N,144.52,42.01
144.53,E,36.49,N,144.53,36.49
144.53,E,42.61,N,144.53,42.61
144.533,E,41.667,N,144.53,41.67
144.533,E,39.95,N,144.53,39.95
144.533,E,41.05,N,144.53,41.05
144.542,E,42.4,N,144.54,42.4
144.548,E,42.401,N,144.55,42.4
144.55,E,42.5,N,144.55,42.5
144.55,E,36.92,N,144.55,36.92
144.565,E,42.351,N,144.56,42.35
144.5684,E,42.3492,N,144.57,42.35
144.5757,E,42.3481,N,144.58,42.35
144.58,E,38.52,N,144.58,38.52
144.58,E,42.67,N,144.58,42.67
144.58,E,40.667,N,144.58,40.67
144.583,E,41.567,N,144.58,41.57
144.583,E,42.433,N,144.58,42.43
144.583,E,41,N,144.58,41
144.5929,E,42.3015,N,144.59,42.3
144.596,E,42.301,N,144.6,42.3
144.615,E,41.155,N,144.62,41.16
144.633,E,41.817,N,144.63,41.82
144.633,E,40.35,N,144.63,40.35
144.648,E,42.653,N,144.65,42.65
144.667,E,41.498,N,144.67,41.5
144.667,E,39.817,N,144.67,39.82
144.667,E,42.333,N,144.67,42.33
144.667,E,38.033,N,144.67,38.03
144.667,E,41.417,N,144.67,41.42
144.667,E,40.5,N,144.67,40.5
144.668,E,41.668,N,144.67,41.67
144.683,E,42.5,N,144.68,42.5
144.683,E,40.983,N,144.68,40.98
144.718,E,41.888,N,144.72,41.89
144.793,E,41.293,N,144.79,41.29
144.817,E,41.983,N,144.82,41.98
144.817,E,42.683,N,144.82,42.68
144.82,E,41.25,N,144.82,41.25
144.822,E,39.48,N,144.82,39.48
144.823334,E,42.833332,N,144.82,42.83
144.83,E,42.83,N,144.83,42.83
144.83,E,42.84,N,144.83,42.84
144.83,E,41.25,N,144.83,41.25
144.83,E,41.5,N,144.83,41.5
144.833,E,42.5,N,144.83,42.5
144.836,E,42.831,N,144.84,42.83
144.84,E,41.5,N,144.84,41.5
144.85,E,39.65,N,144.85,39.65
144.862,E,36.917,N,144.86,36.92
144.87,E,42.58,N,144.87,42.58
144.87,E,38.493,N,144.87,38.49
144.892,E,41.819,N,144.89,41.82
144.897,E,42.664,N,144.9,42.66
144.897,E,41.347,N,144.9,41.35
144.905,E,42.66,N,144.91,42.66
144.908,E,42.668,N,144.91,42.67
144.91,E,37.64,N,144.91,37.64
144.916,E,42.667,N,144.92,42.67
144.917,E,42.583,N,144.92,42.58
144.947,E,41.532,N,144.95,41.53
144.95,E,37.667,N,144.95,37.67
144.95,E,42,N,144.95,42
144.95,E,38.983,N,144.95,38.98
144.95,E,38.417,N,144.95,38.42
144.95,E,39.967,N,144.95,39.97
144.95,E,39,N,144.95,39
144.95,E,40,N,144.95,40
144.95,E,36.483,N,144.95,36.48
144.95,E,42.59,N,144.95,42.59
144.95,E,42.58,N,144.95,42.58
144.957,E,42.582,N,144.96,42.58
144.959,E,42.586,N,144.96,42.59
144.967,E,41.5,N,144.97,41.5
144.967,E,41.517,N,144.97,41.52
144.967,E,40.033,N,144.97,40.03
144.967,E,39.017,N,144.97,39.02
144.967,E,38.95,N,144.97,38.95
144.967,E,36,N,144.97,36
144.967,E,40,N,144.97,40
144.967,E,39.967,N,144.97,39.97
144.967,E,38.017,N,144.97,38.02
144.967,E,37.75,N,144.97,37.75
144.967,E,37.983,N,144.97,37.98
144.967,E,42.333,N,144.97,42.33
144.967,E,42.617,N,144.97,42.62
144.983,E,41.517,N,144.98,41.52
144.983,E,41.5,N,144.98,41.5
144.983,E,41.483,N,144.98,41.48
144.983,E,37,N,144.98,37
144.983,E,36.333,N,144.98,36.33
144.983,E,37.333,N,144.98,37.33
144.983,E,38.983,N,144.98,38.98
144.983,E,42,N,144.98,42
144.983,E,39.017,N,144.98,39.02
144.983,E,39.05,N,144.98,39.05
144.983,E,40.033,N,144.98,40.03
144.983,E,39.967,N,144.98,39.97
144.983,E,37.633,N,144.98,37.63
144.983,E,40.333,N,144.98,40.33
144.983,E,38.217,N,144.98,38.22
144.983,E,37.983,N,144.98,37.98
144.983,E,38.267,N,144.98,38.27
144.983,E,39.583,N,144.98,39.58
144.983,E,39.5,N,144.98,39.5
144.983,E,41,N,144.98,41
144.983,E,36.5,N,144.98,36.5
144.983,E,38,N,144.98,38
144.983,E,42.633,N,144.98,42.63
144.983,E,38.5,N,144.98,38.5
144.983,E,39.983,N,144.98,39.98
144.983,E,36.983,N,144.98,36.98
144.983,E,36.483,N,144.98,36.48
144.983,E,38.483,N,144.98,38.48
144.983,E,37.5,N,144.98,37.5
144.983,E,40.017,N,144.98,40.02
144.983,E,40.983,N,144.98,40.98
144.983,E,40,N,144.98,40
144.983,E,39,N,144.98,39
144.983,E,39.833,N,144.98,39.83
144.99,E,42.5,N,144.99,42.5
144.99,E,37.22,N,144.99,37.22
144.99,E,38.25,N,144.99,38.25
144.99,E,36.65,N,144.99,36.65
144.999,E,42.497,N,145,42.5
145,E,41.5,N,145,41.5
145,E,41.517,N,145,41.52
145,E,41.533,N,145,41.53
145,E,40,N,145,40
145,E,39.5,N,145,39.5
145,E,39,N,145,39
145,E,38.667,N,145,38.67
145,E,38,N,145,38
145,E,42.333,N,145,42.33
145,E,40.333,N,145,40.33
145,E,34.983,N,145,34.98
145,E,35.333,N,145,35.33
145,E,35.667,N,145,35.67
145,E,36,N,145,36
145,E,36.667,N,145,36.67
145,E,37,N,145,37
145,E,39.983,N,145,39.98
145,E,39.017,N,145,39.02
145,E,40.033,N,145,40.03
145,E,37.1,N,145,37.1
145,E,38.967,N,145,38.97
145,E,39.95,N,145,39.95
145,E,41.033,N,145,41.03
145,E,37.967,N,145,37.97
145,E,39.033,N,145,39.03
145,E,40.067,N,145,40.07
145,E,40.05,N,145,40.05
145,E,39.067,N,145,39.07
145,E,40.517,N,145,40.52
145,E,40.833,N,145,40.83
145,E,41.333,N,145,41.33
145,E,41.85,N,145,41.85
145,E,35.483,N,145,35.48
145,E,40.983,N,145,40.98
145,E,35.533,N,145,35.53
145,E,40.5,N,145,40.5
145,E,36.733,N,145,36.73
145,E,37.5,N,145,37.5
145,E,38.95,N,145,38.95
145,E,38.733,N,145,38.73
145,E,40.25,N,145,40.25
145,E,42,N,145,42
145,E,41,N,145,41
145,E,36.483,N,145,36.48
145,E,38.233,N,145,38.23
145,E,35.983,N,145,35.98
145,E,41.983,N,145,41.98
145,E,37.983,N,145,37.98
145,E,38.5,N,145,38.5
145,E,35,N,145,35
145,E,40.533,N,145,40.53
145,E,38.017,N,145,38.02
145,E,38.983,N,145,38.98
145,E,39.167,N,145,39.17
145,E,36.983,N,145,36.98
145,E,38.333,N,145,38.33
145,E,39.517,N,145,39.52
145,E,37.917,N,145,37.92
145,E,35.967,N,145,35.97
145,E,40.083,N,145,40.08
145,E,38.383,N,145,38.38
145,E,37.683,N,145,37.68
145,E,34.467,N,145,34.47
145,E,40.633,N,145,40.63
145,E,39.683,N,145,39.68
145,E,35.7,N,145,35.7
145,E,38.25,N,145,38.25
145,E,35.733,N,145,35.73
145,E,39.867,N,145,39.87
145,E,33,N,145,33
145,E,34.967,N,145,34.97
145,E,39.283,N,145,39.28
145,E,38.75,N,145,38.75
145,E,40.483,N,145,40.48
145,E,37.667,N,145,37.67
145,E,38.517,N,145,38.52
145,E,42.75,N,145,42.75
145,E,39.55,N,145,39.55
145,E,44.833,N,145,44.83
145,E,41.833,N,145,41.83
145,E,42.733,N,145,42.73
145,E,42.7,N,145,42.7
145,E,40.017,N,145,40.02
145,E,42.017,N,145,42.02
145,E,42.83,N,145,42.83
145,E,42.3,N,145,42.3
145.001,E,42.3067,N,145,42.31
145.003,E,37.992,N,145,37.99
145.005,E,37.33,N,145,37.33
145.007,E,41.513,N,145.01,41.51
145.01,E,39,N,145.01,39
145.011,E,42.2939,N,145.01,42.29
145.017,E,41.533,N,145.02,41.53
145.017,E,41.483,N,145.02,41.48
145.017,E,41.517,N,145.02,41.52
145.017,E,41.5,N,145.02,41.5
145.017,E,37.333,N,145.02,37.33
145.017,E,39.95,N,145.02,39.95
145.017,E,40.05,N,145.02,40.05
145.017,E,41.05,N,145.02,41.05
145.017,E,34.967,N,145.02,34.97
145.017,E,36.033,N,145.02,36.03
145.017,E,39,N,145.02,39
145.017,E,38.983,N,145.02,38.98
145.017,E,39.033,N,145.02,39.03
145.017,E,40.017,N,145.02,40.02
145.017,E,40,N,145.02,40
145.017,E,38.417,N,145.02,38.42
145.017,E,39.217,N,145.02,39.22
145.017,E,40.517,N,145.02,40.52
145.017,E,41.017,N,145.02,41.02
145.017,E,40.667,N,145.02,40.67
145.017,E,41.417,N,145.02,41.42
145.017,E,39.65,N,145.02,39.65
145.017,E,39.017,N,145.02,39.02
145.017,E,37,N,145.02,37
145.017,E,35.983,N,145.02,35.98
145.017,E,34,N,145.02,34
145.017,E,35,N,145.02,35
145.017,E,36.517,N,145.02,36.52
145.017,E,35.967,N,145.02,35.97
145.017,E,37.017,N,145.02,37.02
145.017,E,36.5,N,145.02,36.5
145.017,E,38.467,N,145.02,38.47
145.017,E,34.5,N,145.02,34.5
145.017,E,39.983,N,145.02,39.98
145.017,E,36.983,N,145.02,36.98
145.017,E,42.817,N,145.02,42.82
145.017,E,42.217,N,145.02,42.22
145.02,E,39.423,N,145.02,39.42
145.023,E,40.1,N,145.02,40.1
145.03,E,35.98,N,145.03,35.98
145.033,E,41.5,N,145.03,41.5
145.033,E,37,N,145.03,37
145.033,E,39.083,N,145.03,39.08
145.033,E,39.567,N,145.03,39.57
145.033,E,37.717,N,145.03,37.72
145.033,E,41.967,N,145.03,41.97
145.033,E,37.967,N,145.03,37.97
145.033,E,37.617,N,145.03,37.62
145.033,E,37.367,N,145.03,37.37
145.033,E,35.933,N,145.03,35.93
145.033,E,36.967,N,145.03,36.97
145.033,E,34.967,N,145.03,34.97
145.033,E,37.483,N,145.03,37.48
145.033,E,35,N,145.03,35
145.033,E,37.017,N,145.03,37.02
145.033,E,35.483,N,145.03,35.48
145.033,E,39.467,N,145.03,39.47
145.033,E,44.483,N,145.03,44.48
145.033,E,38.967,N,145.03,38.97
145.033,E,39.017,N,145.03,39.02
145.0356,E,42.2201,N,145.04,42.22
145.038,E,40.405,N,145.04,40.41
145.041,E,42.2094,N,145.04,42.21
145.0451,E,42.2105,N,145.05,42.21
145.05,E,39.783,N,145.05,39.78
145.05,E,39.967,N,145.05,39.97
145.05,E,40,N,145.05,40
145.05,E,34.983,N,145.05,34.98
145.05,E,35.967,N,145.05,35.97
145.05,E,35.5,N,145.05,35.5
145.05,E,41.069,N,145.05,41.07
145.06,E,42.34,N,145.06,42.34
145.067,E,39.083,N,145.07,39.08
145.067,E,38,N,145.07,38
145.067,E,35.633,N,145.07,35.63
145.067,E,36.95,N,145.07,36.95
145.067,E,34.967,N,145.07,34.97
145.067,E,42,N,145.07,42
145.067,E,39.85,N,145.07,39.85
145.07,E,42.35,N,145.07,42.35
145.0725,E,42.1499,N,145.07,42.15
145.0753,E,42.1468,N,145.08,42.15
145.07666,E,42.353333,N,145.08,42.35
145.083,E,42.833,N,145.08,42.83
145.083,E,38,N,145.08,38
145.083,E,39.333,N,145.08,39.33
145.084,E,38.033,N,145.08,38.03
145.11,E,42.25,N,145.11,42.25
145.111,E,42.076,N,145.11,42.08
145.1117,E,42.0729,N,145.11,42.07
145.114,E,47.0757,N,145.11,47.08
145.115,E,42.074,N,145.12,42.07
145.117,E,34.833,N,145.12,34.83
145.118332,E,42.249332,N,145.12,42.25
145.12,E,42.242,N,145.12,42.24
145.126,E,42.25,N,145.13,42.25
145.127,E,37.757,N,145.13,37.76
145.13,E,42.32,N,145.13,42.32
145.13,E,42.58,N,145.13,42.58
145.133,E,39.517,N,145.13,39.52
145.133,E,38.083,N,145.13,38.08
145.133,E,34,N,145.13,34
145.133,E,42.517,N,145.13,42.52
145.1425,E,41.5969,N,145.14,41.6
145.148,E,42,N,145.15,42
145.148,E,41.599,N,145.15,41.6
145.15,E,42.5,N,145.15,42.5
145.152,E,42.24,N,145.15,42.24
145.16,E,40.83,N,145.16,40.83
145.167,E,40.783,N,145.17,40.78
145.167,E,39.967,N,145.17,39.97
145.167,E,41.683,N,145.17,41.68
145.167,E,39.333,N,145.17,39.33
145.167,E,38.95,N,145.17,38.95
145.18,E,42.13,N,145.18,42.13
145.181,E,42.513,N,145.18,42.51
145.183,E,39.983,N,145.18,39.98
145.183,E,35.917,N,145.18,35.92
145.183,E,35,N,145.18,35
145.187,E,42.125,N,145.19,42.12
145.188,E,42.126,N,145.19,42.13
145.197,E,40.446,N,145.2,40.45
145.199,E,42.128,N,145.2,42.13
145.2,E,36.267,N,145.2,36.27
145.2,E,39.25,N,145.2,39.25
145.2,E,42.383,N,145.2,42.38
145.2,E,42.42,N,145.2,42.42
145.217,E,42.533,N,145.22,42.53
145.217,E,42.483,N,145.22,42.48
145.233,E,37.017,N,145.23,37.02
145.233,E,34.75,N,145.23,34.75
145.239,E,41.992,N,145.24,41.99
145.24,E,36.24,N,145.24,36.24
145.25,E,38.5,N,145.25,38.5
145.25,E,40,N,145.25,40
145.25,E,39.25,N,145.25,39.25
145.25,E,39.5,N,145.25,39.5
145.25,E,39,N,145.25,39
145.25,E,39.333,N,145.25,39.33
145.25,E,40.333,N,145.25,40.33
145.25,E,41,N,145.25,41
145.25,E,40.25,N,145.25,40.25
145.25,E,41.55,N,145.25,41.55
145.25,E,39.483,N,145.25,39.48
145.25,E,42,N,145.25,42
145.25,E,42.417,N,145.25,42.42
145.25,E,42.01,N,145.25,42.01
145.25,E,38.24,N,145.25,38.24
145.25,E,37.25,N,145.25,37.25
145.25,E,35.75,N,145.25,35.75
145.25,E,35.26,N,145.25,35.26
145.25,E,37,N,145.25,37
145.25,E,41.332,N,145.25,41.33
145.255005,E,41.996498,N,145.26,42
145.258,E,42.393,N,145.26,42.39
145.26,E,37.75,N,145.26,37.75
145.265,E,42.005,N,145.26,42.01
145.267,E,36.1,N,145.27,36.1
145.267,E,42.367,N,145.27,42.37
145.283,E,41.05,N,145.28,41.05
145.283,E,38.067,N,145.28,38.07
145.299,E,41.306,N,145.3,41.31
145.299,E,41.299,N,145.3,41.3
145.3,E,37.983,N,145.3,37.98
145.3,E,38.967,N,145.3,38.97
145.3059,E,41.2975,N,145.31,41.3
145.306,E,38.405,N,145.31,38.41
145.317,E,44.017,N,145.32,44.02
145.317,E,38.983,N,145.32,38.98
145.317,E,38.5,N,145.32,38.5
145.317,E,38.517,N,145.32,38.52
145.317,E,41.317,N,145.32,41.32
145.317,E,37,N,145.32,37
145.317,E,36.933,N,145.32,36.93
145.317,E,36.5,N,145.32,36.5
145.317,E,40.85,N,145.32,40.85
145.32,E,42.2,N,145.32,42.2
145.33,E,41.43,N,145.33,41.43
145.33,E,40.53,N,145.33,40.53
145.33,E,40.17,N,145.33,40.17
145.333,E,40.667,N,145.33,40.67
145.333,E,39.167,N,145.33,39.17
145.333,E,38.667,N,145.33,38.67
145.333,E,38.5,N,145.33,38.5
145.333,E,39.5,N,145.33,39.5
145.333,E,38.217,N,145.33,38.22
145.333,E,39.433,N,145.33,39.43
145.333,E,38.433,N,145.33,38.43
145.333,E,40.5,N,145.33,40.5
145.333,E,39.383,N,145.33,39.38
145.333,E,41.5,N,145.33,41.5
145.333,E,41.417,N,145.33,41.42
145.333,E,40.05,N,145.33,40.05
145.333,E,40,N,145.33,40
145.333,E,39.667,N,145.33,39.67
145.333,E,42.833,N,145.33,42.83
145.333,E,42.5,N,145.33,42.5
145.333,E,42.783,N,145.33,42.78
145.333,E,42.433,N,145.33,42.43
145.35,E,37.467,N,145.35,37.47
145.35,E,40.95,N,145.35,40.95
145.35,E,39.517,N,145.35,39.52
145.35,E,40.35,N,145.35,40.35
145.35,E,36.467,N,145.35,36.47
145.35,E,35,N,145.35,35
145.367,E,40.783,N,145.37,40.78
145.367,E,35.867,N,145.37,35.87
145.367,E,38.55,N,145.37,38.55
145.367,E,42,N,145.37,42
145.38,E,38.47,N,145.38,38.47
145.38,E,43.38,N,145.38,43.38
145.383,E,40.45,N,145.38,40.45
145.383,E,35.033,N,145.38,35.03
145.383,E,40.2,N,145.38,40.2
145.4,E,38.55,N,145.4,38.55
145.4,E,40.13,N,145.4,40.13
145.41,E,37.51,N,145.41,37.51
145.417,E,38.783,N,145.42,38.78
145.417,E,37.617,N,145.42,37.62
145.417,E,38.05,N,145.42,38.05
145.417,E,39.333,N,145.42,39.33
145.417,E,35.033,N,145.42,35.03
145.417,E,38.967,N,145.42,38.97
145.42,E,42,N,145.42,42
145.428,E,44.83,N,145.43,44.83
145.433,E,42,N,145.43,42
145.433,E,38.983,N,145.43,38.98
145.44,E,37.957,N,145.44,37.96
145.447,E,42.828,N,145.45,42.83
145.447,E,40.593,N,145.45,40.59
145.448,E,38.582,N,145.45,38.58
145.4492,E,40.5993,N,145.45,40.6
145.45,E,39.1,N,145.45,39.1
145.45,E,35.983,N,145.45,35.98
145.45,E,35,N,145.45,35
145.45,E,42.75,N,145.45,42.75
145.45,E,41.5,N,145.45,41.5
145.45,E,39.967,N,145.45,39.97
145.45,E,41,N,145.45,41
145.452,E,42.837,N,145.45,42.84
145.453,E,39.034,N,145.45,39.03
145.46,E,42.25,N,145.46,42.25
145.4626,E,41.0027,N,145.46,41
145.467,E,44.25,N,145.47,44.25
145.467,E,39.2,N,145.47,39.2
145.467,E,40.033,N,145.47,40.03
145.467,E,37.917,N,145.47,37.92
145.467,E,40.983,N,145.47,40.98
145.467,E,38.233,N,145.47,38.23
145.467,E,36.5,N,145.47,36.5
145.467,E,33.967,N,145.47,33.97
145.467,E,36.417,N,145.47,36.42
145.467,E,34.983,N,145.47,34.98
145.467,E,31.983,N,145.47,31.98
145.467,E,43,N,145.47,43
145.467,E,42.5,N,145.47,42.5
145.483,E,39.183,N,145.48,39.18
145.483,E,42.033,N,145.48,42.03
145.483,E,35.517,N,145.48,35.52
145.483,E,40.017,N,145.48,40.02
145.483,E,40.5,N,145.48,40.5
145.483,E,37,N,145.48,37
145.483,E,40.05,N,145.48,40.05
145.483,E,39,N,145.48,39
145.483,E,34.483,N,145.48,34.48
145.483,E,42.017,N,145.48,42.02
145.489,E,41.507,N,145.49,41.51
145.49,E,42.82,N,145.49,42.82
145.5,E,40.5,N,145.5,40.5
145.5,E,39.483,N,145.5,39.48
145.5,E,38,N,145.5,38
145.5,E,37.5,N,145.5,37.5
145.5,E,38.667,N,145.5,38.67
145.5,E,40,N,145.5,40
145.5,E,39,N,145.5,39
145.5,E,41.5,N,145.5,41.5
145.5,E,37,N,145.5,37
145.5,E,37.05,N,145.5,37.05
145.5,E,36.967,N,145.5,36.97
145.5,E,37.983,N,145.5,37.98
145.5,E,38.967,N,145.5,38.97
145.5,E,39.083,N,145.5,39.08
145.5,E,41.05,N,145.5,41.05
145.5,E,40.517,N,145.5,40.52
145.5,E,39.25,N,145.5,39.25
145.5,E,36.983,N,145.5,36.98
145.5,E,38.25,N,145.5,38.25
145.5,E,40.483,N,145.5,40.48
145.5,E,40.983,N,145.5,40.98
145.5,E,40.25,N,145.5,40.25
145.5,E,37.95,N,145.5,37.95
145.5,E,35.967,N,145.5,35.97
145.5,E,35.333,N,145.5,35.33
145.5,E,38.267,N,145.5,38.27
145.5,E,34.983,N,145.5,34.98
145.5,E,32.967,N,145.5,32.97
145.5,E,42,N,145.5,42
145.5,E,38.5,N,145.5,38.5
145.5,E,42.383,N,145.5,42.38
145.5,E,46,N,145.5,46
145.5,E,40.833,N,145.5,40.83
145.5,E,40.533,N,145.5,40.53
145.5,E,42.83,N,145.5,42.83
145.502,E,41.516,N,145.5,41.52
145.509,E,41.503,N,145.51,41.5
145.51,E,41.51,N,145.51,41.51
145.51,E,31.51,N,145.51,31.51
145.517,E,39.95,N,145.52,39.95
145.517,E,41.067,N,145.52,41.07
145.517,E,37.033,N,145.52,37.03
145.517,E,41.983,N,145.52,41.98
145.517,E,40.167,N,145.52,40.17
145.517,E,39.967,N,145.52,39.97
145.517,E,35.983,N,145.52,35.98
145.517,E,37,N,145.52,37
145.517,E,37.967,N,145.52,37.97
145.517,E,34.983,N,145.52,34.98
145.517,E,39.483,N,145.52,39.48
145.517,E,42.2,N,145.52,42.2
145.53,E,43.12,N,145.53,43.12
145.533,E,39.867,N,145.53,39.87
145.533,E,36,N,145.53,36
145.533,E,37.55,N,145.53,37.55
145.533,E,42.017,N,145.53,42.02
145.533,E,34.983,N,145.53,34.98
145.533,E,41.5,N,145.53,41.5
145.54,E,41.51,N,145.54,41.51
145.54,E,42.9,N,145.54,42.9
145.55,E,39.033,N,145.55,39.03
145.55,E,39.667,N,145.55,39.67
145.55,E,36.742,N,145.55,36.74
145.566,E,42.817,N,145.57,42.82
145.567,E,39.383,N,145.57,39.38
145.567,E,38.267,N,145.57,38.27
145.567,E,40.85,N,145.57,40.85
145.5765,E,40.2883,N,145.58,40.29
145.583,E,40.683,N,145.58,40.68
145.583,E,38.167,N,145.58,38.17
145.583,E,40,N,145.58,40
145.583,E,39.517,N,145.58,39.52
145.583,E,35.933,N,145.58,35.93
145.583,E,35.95,N,145.58,35.95
145.583,E,39.333,N,145.58,39.33
145.595,E,40.294,N,145.59,40.29
145.5955,E,40.296,N,145.6,40.3
145.6,E,37.983,N,145.6,37.98
145.6,E,42.97,N,145.6,42.97
145.617,E,36,N,145.62,36
145.617,E,39.983,N,145.62,39.98
145.617,E,39.783,N,145.62,39.78
145.633,E,42.25,N,145.63,42.25
145.645,E,36.738,N,145.65,36.74
145.65,E,37.367,N,145.65,37.37
145.65,E,37.983,N,145.65,37.98
145.65,E,42.917,N,145.65,42.92
145.667,E,40,N,145.67,40
145.667,E,40.75,N,145.67,40.75
145.667,E,39.75,N,145.67,39.75
145.667,E,42.65,N,145.67,42.65
145.683,E,41,N,145.68,41
145.683,E,41.333,N,145.68,41.33
145.683,E,42.967,N,145.68,42.97
145.717,E,38.717,N,145.72,38.72
145.717,E,40.983,N,145.72,40.98
145.717,E,41.8,N,145.72,41.8
145.72,E,40.992,N,145.72,40.99
145.733,E,37,N,145.73,37
145.733,E,38.5,N,145.73,38.5
145.733,E,35.983,N,145.73,35.98
145.74,E,40.68,N,145.74,40.68
145.75,E,39.983,N,145.75,39.98
145.75,E,41,N,145.75,41
145.75,E,39,N,145.75,39
145.75,E,38.5,N,145.75,38.5
145.75,E,37.5,N,145.75,37.5
145.75,E,39.333,N,145.75,39.33
145.75,E,40.25,N,145.75,40.25
145.75,E,38.467,N,145.75,38.47
145.75,E,41.01,N,145.75,41.01
145.75,E,42.917,N,145.75,42.92
145.755,E,41.015,N,145.75,41.02
145.755,E,37.843,N,145.75,37.84
145.76,E,40.99,N,145.76,40.99
145.76,E,37.8,N,145.76,37.8
145.765,E,40.974,N,145.76,40.97
145.767,E,35.383,N,145.77,35.38
145.767,E,35.483,N,145.77,35.48
145.767,E,42.2,N,145.77,42.2
145.767,E,42.167,N,145.77,42.17
145.767,E,41.7,N,145.77,41.7
145.783,E,39.5,N,145.78,39.5
145.8,E,34.95,N,145.8,34.95
145.8,E,39.5,N,145.8,39.5
145.817,E,41,N,145.82,41
145.817,E,42.3,N,145.82,42.3
145.817,E,42.133,N,145.82,42.13
145.828,E,43.078,N,145.83,43.08
145.83,E,41.83,N,145.83,41.83
145.833,E,39,N,145.83,39
145.833,E,37.5,N,145.83,37.5
145.833,E,38.667,N,145.83,38.67
145.833,E,38.167,N,145.83,38.17
145.833,E,39.667,N,145.83,39.67
145.833,E,35,N,145.83,35
145.833,E,40.167,N,145.83,40.17
145.833,E,39.167,N,145.83,39.17
145.833,E,41.5,N,145.83,41.5
145.84,E,39.28,N,145.84,39.28
145.85,E,42.5,N,145.85,42.5
145.867,E,40.833,N,145.87,40.83
145.867,E,38.95,N,145.87,38.95
145.867,E,40.183,N,145.87,40.18
145.883,E,39.417,N,145.88,39.42
145.9,E,42.2,N,145.9,42.2
145.91,E,40.6,N,145.91,40.6
145.912,E,40.963,N,145.91,40.96
145.917,E,41.55,N,145.92,41.55
145.917,E,39.967,N,145.92,39.97
145.917,E,39.533,N,145.92,39.53
145.917,E,37.467,N,145.92,37.47
145.917,E,35,N,145.92,35
145.917,E,42,N,145.92,42
145.917,E,37,N,145.92,37
145.917,E,37.183,N,145.92,37.18
145.917,E,41.883,N,145.92,41.88
145.917,E,42.983,N,145.92,42.98
145.92,E,40.67,N,145.92,40.67
145.923,E,40.65,N,145.92,40.65
145.933,E,41.533,N,145.93,41.53
145.933,E,35.917,N,145.93,35.92
145.933,E,40.517,N,145.93,40.52
145.933,E,39.333,N,145.93,39.33
145.933,E,43,N,145.93,43
145.933,E,40,N,145.93,40
145.933,E,39.95,N,145.93,39.95
145.95,E,41.517,N,145.95,41.52
145.95,E,39.05,N,145.95,39.05
145.95,E,41,N,145.95,41
145.95,E,40,N,145.95,40
145.95,E,40.967,N,145.95,40.97
145.95,E,38,N,145.95,38
145.95,E,35,N,145.95,35
145.95,E,35.433,N,145.95,35.43
145.95,E,35.017,N,145.95,35.02
145.95,E,42.3,N,145.95,42.3
145.95,E,42.733,N,145.95,42.73
145.95,E,42.65,N,145.95,42.65
145.95,E,39.017,N,145.95,39.02
145.95,E,41.065,N,145.95,41.06
145.963,E,38.465,N,145.96,38.47
145.967,E,41.483,N,145.97,41.48
145.967,E,41.467,N,145.97,41.47
145.967,E,41.517,N,145.97,41.52
145.967,E,39.983,N,145.97,39.98
145.967,E,39,N,145.97,39
145.967,E,40,N,145.97,40
145.967,E,40.017,N,145.97,40.02
145.967,E,37,N,145.97,37
145.967,E,37.017,N,145.97,37.02
145.967,E,35.45,N,145.97,35.45
145.967,E,39.017,N,145.97,39.02
145.967,E,38.983,N,145.97,38.98
145.967,E,39.967,N,145.97,39.97
145.967,E,37.5,N,145.97,37.5
145.967,E,37.517,N,145.97,37.52
145.967,E,38,N,145.97,38
145.967,E,37.983,N,145.97,37.98
145.967,E,38.533,N,145.97,38.53
145.967,E,35.95,N,145.97,35.95
145.967,E,37.483,N,145.97,37.48
145.967,E,34.017,N,145.97,34.02
145.967,E,41,N,145.97,41
145.967,E,43,N,145.97,43
145.967,E,41.85,N,145.97,41.85
145.967,E,41.55,N,145.97,41.55
145.967,E,42.033,N,145.97,42.03
145.979,E,40.509,N,145.98,40.51
145.98,E,38.71,N,145.98,38.71
145.983,E,41.993,N,145.98,41.99
145.983,E,41.533,N,145.98,41.53
145.983,E,41.5,N,145.98,41.5
145.983,E,41.517,N,145.98,41.52
145.983,E,37.667,N,145.98,37.67
145.983,E,37,N,145.98,37
145.983,E,36,N,145.98,36
145.983,E,39,N,145.98,39
145.983,E,39.05,N,145.98,39.05
145.983,E,41.35,N,145.98,41.35
145.983,E,39.283,N,145.98,39.28
145.983,E,39.5,N,145.98,39.5
145.983,E,39.517,N,145.98,39.52
145.983,E,39.1,N,145.98,39.1
145.983,E,39.017,N,145.98,39.02
145.983,E,40.05,N,145.98,40.05
145.983,E,42,N,145.98,42
145.983,E,40.017,N,145.98,40.02
145.983,E,40,N,145.98,40
145.983,E,38,N,145.98,38
145.983,E,40.967,N,145.98,40.97
145.983,E,40.233,N,145.98,40.23
145.983,E,38.4,N,145.98,38.4
145.983,E,38.5,N,145.98,38.5
145.983,E,40.483,N,145.98,40.48
145.983,E,40.983,N,145.98,40.98
145.983,E,36.483,N,145.98,36.48
145.983,E,37.433,N,145.98,37.43
145.983,E,38.983,N,145.98,38.98
145.983,E,37.517,N,145.98,37.52
145.983,E,37.017,N,145.98,37.02
145.983,E,36.517,N,145.98,36.52
145.983,E,35.983,N,145.98,35.98
