Longitude_orig,"E,W",Latitude_orig,"N,S",Longitude,Latitude
141.585,E,37.495,N,141.59,37.49
141.585,E,35.3,N,141.59,35.3
141.596,E,40.583,N,141.6,40.58
141.598,E,37.614,N,141.6,37.61
141.599,E,40.698,N,141.6,40.7
141.6,E,37,N,141.6,37
141.601,E,40.733,N,141.6,40.73
141.613,E,40.766,N,141.61,40.77
141.617,E,40.593,N,141.62,40.59
141.623,E,37.369,N,141.62,37.37
141.633,E,40.618,N,141.63,40.62
141.64,E,37.6,N,141.64,37.6
141.648,E,40.75,N,141.65,40.75
141.649,E,37.894,N,141.65,37.89
141.649,E,37.895,N,141.65,37.9
141.65,E,41,N,141.65,41
141.65,E,37.633,N,141.65,37.63
141.65,E,40.635,N,141.65,40.63
141.65,E,37.6,N,141.65,37.6
141.652,E,37.343,N,141.65,37.34
141.66,E,40.551,N,141.66,40.55
141.66,E,41.5,N,141.66,41.5
141.667,E,41.417,N,141.67,41.42
141.667,E,41.25,N,141.67,41.25
141.667,E,41.5,N,141.67,41.5
141.67,E,37.42,N,141.67,37.42
141.67,E,37.75,N,141.67,37.75
141.678,E,40.662,N,141.68,40.66
141.685,E,40.559,N,141.69,40.56
141.687,E,37.357,N,141.69,37.36
141.7,E,38.667,N,141.7,38.67
141.702,E,40.566,N,141.7,40.57
141.73,E,38.93,N,141.73,38.93
141.731,E,37.612,N,141.73,37.61
141.732,E,40.584,N,141.73,40.58
141.733,E,36.833,N,141.73,36.83
141.75,E,40.5,N,141.75,40.5
141.75,E,40.75,N,141.75,40.75
141.75,E,40.53,N,141.75,40.53
141.75,E,37.41,N,141.75,37.41
141.75,E,35.7,N,141.75,35.7
141.751,E,36.31,N,141.75,36.31
141.779,E,40.579,N,141.78,40.58
141.79,E,37.625,N,141.79,37.62
141.8,E,34.283,N,141.8,34.28
141.8,E,40.925,N,141.8,40.92
141.817,E,41.983,N,141.82,41.98
141.827,E,38.5,N,141.83,38.5
141.828,E,40.928,N,141.83,40.93
141.829,E,40.582,N,141.83,40.58
141.83,E,38.001,N,141.83,38
141.833,E,38.167,N,141.83,38.17
141.833,E,38.467,N,141.83,38.47
141.833,E,38.834,N,141.83,38.83
141.835,E,38.5,N,141.84,38.5
141.835,E,38.001,N,141.84,38
141.835,E,38.834,N,141.84,38.83
141.91,E,38.5,N,141.91,38.5
141.917,E,40.167,N,141.92,40.17
141.917,E,38.5,N,141.92,38.5
141.92,E,38.02,N,141.92,38.02
141.92,E,41.59,N,141.92,41.59
141.935,E,38.515,N,141.94,38.52
141.95,E,39.083,N,141.95,39.08
141.968,E,38.497,N,141.97,38.5
141.98,E,40,N,141.98,40
141.983,E,40.95,N,141.98,40.95
141.983,E,37.983,N,141.98,37.98
141.983,E,37.517,N,141.98,37.52
141.983,E,36.983,N,141.98,36.98
141.983,E,38.233,N,141.98,38.23
141.99,E,36.568,N,141.99,36.57
141.99,E,41.541,N,141.99,41.54
141.991,E,36.318,N,141.99,36.32
141.991,E,35.702,N,141.99,35.7
141.999,E,36.505,N,142,36.51
142,E,35.517,N,142,35.52
142,E,39.017,N,142,39.02
142,E,40.017,N,142,40.02
142,E,37.5,N,142,37.5
142,E,39,N,142,39
142,E,41.417,N,142,41.42
142,E,36.983,N,142,36.98
142,E,37.367,N,142,37.37
142,E,39.25,N,142,39.25
142,E,36.567,N,142,36.57
142,E,37.983,N,142,37.98
142,E,39.167,N,142,39.17
142,E,38.817,N,142,38.82
142,E,37.833,N,142,37.83
142,E,37.817,N,142,37.82
142,E,40.5,N,142,40.5
142,E,41.833,N,142,41.83
142,E,41.4,N,142,41.4
142,E,41.017,N,142,41.02
142,E,41.15,N,142,41.15
142,E,38,N,142,38
142,E,41.5,N,142,41.5
142,E,37,N,142,37
142,E,37.42,N,142,37.42
142,E,35.7,N,142,35.7
142,E,36,N,142,36
142,E,35.97,N,142,35.97
142,E,40.67,N,142,40.67
142,E,37.57,N,142,37.57
142.002,E,35.992,N,142,35.99
142.005,E,37.522,N,142,37.52
142.007,E,40.64,N,142.01,40.64
142.01,E,36.47,N,142.01,36.47
142.01,E,41.66,N,142.01,41.66
142.017,E,37.517,N,142.02,37.52
142.02,E,35.7,N,142.02,35.7
142.03,E,36.99,N,142.03,36.99
142.033,E,35,N,142.03,35
142.033,E,39.25,N,142.03,39.25
142.033,E,39.083,N,142.03,39.08
142.033,E,41.517,N,142.03,41.52
142.033,E,40.517,N,142.03,40.52
142.04,E,38.327,N,142.04,38.33
142.06,E,41.63,N,142.06,41.63
142.067,E,39.25,N,142.07,39.25
142.067,E,39.5,N,142.07,39.5
142.07,E,38.05,N,142.07,38.05
142.1,E,39.25,N,142.1,39.25
142.117,E,38.517,N,142.12,38.52
142.117,E,40.5,N,142.12,40.5
142.15,E,39.5,N,142.15,39.5
142.15,E,41.5,N,142.15,41.5
142.15,E,38.483,N,142.15,38.48
142.15,E,38,N,142.15,38
142.15,E,38.983,N,142.15,38.98
142.15,E,40.73,N,142.15,40.73
142.155,E,38.993,N,142.16,38.99
142.166,E,38.501,N,142.17,38.5
142.167,E,39.483,N,142.17,39.48
142.167,E,36.983,N,142.17,36.98
142.167,E,39,N,142.17,39
142.167,E,38,N,142.17,38
142.167,E,38.834,N,142.17,38.83
142.167,E,38.335,N,142.17,38.34
142.17,E,41.58,N,142.17,41.58
142.173,E,41.605,N,142.17,41.6
142.18,E,39.25,N,142.18,39.25
142.183,E,39.267,N,142.18,39.27
142.183,E,38.5,N,142.18,38.5
142.195,E,41.495,N,142.19,41.49
142.217,E,40.533,N,142.22,40.53
142.22,E,38.58,N,142.22,38.58
142.233,E,39.25,N,142.23,39.25
142.233,E,39.233,N,142.23,39.23
142.25,E,41.133,N,142.25,41.13
142.25,E,39,N,142.25,39
142.25,E,40.833,N,142.25,40.83
142.25,E,40.25,N,142.25,40.25
142.25,E,40.5,N,142.25,40.5
142.25,E,38.5,N,142.25,38.5
142.25,E,36.75,N,142.25,36.75
142.25,E,37.69,N,142.25,37.69
142.25,E,39.25,N,142.25,39.25
142.25,E,35.72,N,142.25,35.72
142.262,E,40.03,N,142.26,40.03
142.267,E,39.533,N,142.27,39.53
142.308,E,40.512,N,142.31,40.51
142.31,E,39.48,N,142.31,39.48
142.317,E,38.617,N,142.32,38.62
142.317,E,39.533,N,142.32,39.53
142.317,E,40.767,N,142.32,40.77
142.32,E,41.43,N,142.32,41.43
142.33,E,40.5,N,142.33,40.5
142.33,E,41.5,N,142.33,41.5
142.33,E,40.53,N,142.33,40.53
142.33,E,39.5,N,142.33,39.5
142.33,E,39.95,N,142.33,39.95
142.333,E,39.483,N,142.33,39.48
142.333,E,38.5,N,142.33,38.5
142.333,E,37.817,N,142.33,37.82
142.333,E,41.433,N,142.33,41.43
142.333,E,40.4,N,142.33,40.4
142.333,E,41.417,N,142.33,41.42
142.34,E,39.5,N,142.34,39.5
142.35,E,38.917,N,142.35,38.92
142.35,E,38.95,N,142.35,38.95
142.36,E,39.493,N,142.36,39.49
142.362,E,39.907,N,142.36,39.91
142.38,E,39.42,N,142.38,39.42
142.382,E,39.494,N,142.38,39.49
142.383,E,38.667,N,142.38,38.67
142.4,E,39.483,N,142.4,39.48
142.417,E,41.4,N,142.42,41.4
142.417,E,38.95,N,142.42,38.95
142.417,E,40.05,N,142.42,40.05
142.433,E,40,N,142.43,40
142.433,E,40.533,N,142.43,40.53
142.437,E,39.335,N,142.44,39.34
142.467,E,39,N,142.47,39
142.483,E,39.483,N,142.48,39.48
142.483,E,41.483,N,142.48,41.48
142.483,E,40.833,N,142.48,40.83
142.483,E,36.983,N,142.48,36.98
142.483,E,40,N,142.48,40
142.483,E,39.233,N,142.48,39.23
142.483,E,41,N,142.48,41
142.483,E,38.817,N,142.48,38.82
142.483,E,39.983,N,142.48,39.98
142.483,E,40.333,N,142.48,40.33
142.483,E,39,N,142.48,39
142.483,E,38,N,142.48,38
142.483,E,38.483,N,142.48,38.48
142.49,E,38.25,N,142.49,38.25
142.5,E,39.5,N,142.5,39.5
142.5,E,41,N,142.5,41
142.5,E,36.983,N,142.5,36.98
142.5,E,37.367,N,142.5,37.37
142.5,E,40,N,142.5,40
142.5,E,40.5,N,142.5,40.5
142.5,E,41.417,N,142.5,41.42
142.5,E,39.517,N,142.5,39.52
142.5,E,38.083,N,142.5,38.08
142.5,E,37.833,N,142.5,37.83
142.5,E,39,N,142.5,39
142.5,E,37.35,N,142.5,37.35
142.5,E,38.75,N,142.5,38.75
142.5,E,39.333,N,142.5,39.33
142.5,E,38.5,N,142.5,38.5
142.5,E,40.483,N,142.5,40.48
142.5,E,39.25,N,142.5,39.25
142.5,E,39.833,N,142.5,39.83
142.5,E,39.267,N,142.5,39.27
142.5,E,40.25,N,142.5,40.25
142.5,E,37.817,N,142.5,37.82
142.5,E,37.167,N,142.5,37.17
142.5,E,38.15,N,142.5,38.15
142.5,E,39.483,N,142.5,39.48
142.5,E,40.15,N,142.5,40.15
142.5,E,38.717,N,142.5,38.72
142.5,E,38.633,N,142.5,38.63
142.5,E,37.983,N,142.5,37.98
142.5,E,38,N,142.5,38
142.5,E,38.667,N,142.5,38.67
142.5,E,38.983,N,142.5,38.98
142.5,E,38.834,N,142.5,38.83
142.5,E,37.76,N,142.5,37.76
142.5,E,37.25,N,142.5,37.25
142.517,E,39.033,N,142.52,39.03
142.517,E,38.483,N,142.52,38.48
142.517,E,40.5,N,142.52,40.5
142.517,E,39.983,N,142.52,39.98
142.517,E,38.983,N,142.52,38.98
142.517,E,39.25,N,142.52,39.25
142.517,E,38.45,N,142.52,38.45
142.517,E,41.417,N,142.52,41.42
142.517,E,39.117,N,142.52,39.12
142.517,E,40.548,N,142.52,40.55
142.52,E,37.51,N,142.52,37.51
142.533,E,39.983,N,142.53,39.98
142.55,E,38,N,142.55,38
142.55,E,39.533,N,142.55,39.53
142.556,E,38.31,N,142.56,38.31
142.567,E,40.15,N,142.57,40.15
142.583,E,38.833,N,142.58,38.83
142.583,E,40.25,N,142.58,40.25
142.583,E,39.267,N,142.58,39.27
142.6,E,40,N,142.6,40
142.617,E,39.25,N,142.62,39.25
142.617,E,37.783,N,142.62,37.78
142.617,E,40,N,142.62,40
142.617,E,39.267,N,142.62,39.27
142.617,E,39.283,N,142.62,39.28
142.633,E,39.25,N,142.63,39.25
142.65,E,40.183,N,142.65,40.18
142.65,E,40,N,142.65,40
142.65,E,39.5,N,142.65,39.5
142.667,E,38.8,N,142.67,38.8
142.667,E,37.667,N,142.67,37.67
142.667,E,40.75,N,142.67,40.75
142.667,E,38.433,N,142.67,38.43
142.667,E,38.883,N,142.67,38.88
142.667,E,39.75,N,142.67,39.75
142.667,E,40.017,N,142.67,40.02
142.667,E,41.417,N,142.67,41.42
142.667,E,40.5,N,142.67,40.5
142.667,E,41.5,N,142.67,41.5
142.683,E,39.533,N,142.68,39.53
142.687,E,38.938,N,142.69,38.94
142.717,E,37.517,N,142.72,37.52
142.74,E,38.51,N,142.74,38.51
142.75,E,40.5,N,142.75,40.5
142.75,E,41.017,N,142.75,41.02
142.75,E,39.533,N,142.75,39.53
142.75,E,41.55,N,142.75,41.55
142.75,E,38.7,N,142.75,38.7
142.75,E,39.55,N,142.75,39.55
142.75,E,38.5,N,142.75,38.5
142.767,E,35.5,N,142.77,35.5
142.767,E,35.483,N,142.77,35.48
142.767,E,37.5,N,142.77,37.5
142.767,E,38.633,N,142.77,38.63
142.767,E,39,N,142.77,39
142.767,E,39.983,N,142.77,39.98
142.778,E,38.51,N,142.78,38.51
142.783,E,34.983,N,142.78,34.98
142.783,E,39,N,142.78,39
142.783,E,39.517,N,142.78,39.52
142.8,E,38.933,N,142.8,38.93
142.8,E,38.967,N,142.8,38.97
142.8,E,40,N,142.8,40
142.803,E,38.497,N,142.8,38.5
142.807,E,38.508,N,142.81,38.51
142.808,E,37.532,N,142.81,37.53
142.814,E,37.504,N,142.81,37.5
142.817,E,38,N,142.82,38
142.817,E,38.5,N,142.82,38.5
142.817,E,39,N,142.82,39
142.817,E,38.483,N,142.82,38.48
142.82,E,40.51,N,142.82,40.51
142.83,E,37.51,N,142.83,37.51
142.83,E,38,N,142.83,38
142.832,E,38.501,N,142.83,38.5
142.833,E,39.667,N,142.83,39.67
142.833,E,39,N,142.83,39
142.833,E,37.983,N,142.83,37.98
142.833,E,38.483,N,142.83,38.48
142.833,E,38.258,N,142.83,38.26
142.835,E,38.001,N,142.84,38
142.835,E,38.501,N,142.84,38.5
142.845,E,39.855,N,142.84,39.85
142.85,E,38.967,N,142.85,38.97
142.85,E,38.983,N,142.85,38.98
142.867,E,40,N,142.87,40
142.872,E,37.413,N,142.87,37.41
142.883,E,40.533,N,142.88,40.53
142.91,E,40.55,N,142.91,40.55
142.917,E,38.5,N,142.92,38.5
142.917,E,39.333,N,142.92,39.33
142.917,E,40.583,N,142.92,40.58
142.927,E,40.327,N,142.93,40.33
142.94,E,40.51,N,142.94,40.51
142.95,E,41.017,N,142.95,41.02
142.95,E,41.4,N,142.95,41.4
142.967,E,37.017,N,142.97,37.02
142.967,E,40,N,142.97,40
142.967,E,40.467,N,142.97,40.47
142.967,E,40.017,N,142.97,40.02
142.967,E,40.983,N,142.97,40.98
142.97,E,41.43,N,142.97,41.43
142.975,E,40.505,N,142.97,40.51
142.98,E,36.65,N,142.98,36.65
142.982,E,41.505,N,142.98,41.51
142.983,E,41.4,N,142.98,41.4
142.983,E,38.983,N,142.98,38.98
142.983,E,39,N,142.98,39
142.983,E,39.983,N,142.98,39.98
142.983,E,39.5,N,142.98,39.5
142.983,E,41.733,N,142.98,41.73
142.983,E,41.817,N,142.98,41.82
142.983,E,41.833,N,142.98,41.83
142.983,E,41.017,N,142.98,41.02
142.983,E,38.45,N,142.98,38.45
142.983,E,38.9,N,142.98,38.9
142.983,E,39.533,N,142.98,39.53
142.983,E,40.5,N,142.98,40.5
142.985,E,39.57,N,142.99,39.57
142.99,E,36.03,N,142.99,36.03
142.99,E,41.5,N,142.99,41.5
142.99,E,37,N,142.99,37
142.99,E,39,N,142.99,39
142.993,E,41.507,N,142.99,41.51
142.995,E,40.005,N,143,40.01
142.996,E,38.503,N,143,38.5
142.997,E,39.493,N,143,39.49
142.997,E,39.413,N,143,39.41
142.998,E,40.497,N,143,40.5
142.998,E,41.5,N,143,41.5
142.998,E,39.502,N,143,39.5
143,E,41,N,143,41
143,E,39.017,N,143,39.02
143,E,38.25,N,143,38.25
143,E,36.983,N,143,36.98
143,E,37.817,N,143,37.82
143,E,39,N,143,39
143,E,37.983,N,143,37.98
143,E,40.533,N,143,40.53
143,E,37.333,N,143,37.33
143,E,38.75,N,143,38.75
143,E,39.333,N,143,39.33
143,E,38.833,N,143,38.83
143,E,38,N,143,38
143,E,38.95,N,143,38.95
143,E,40.733,N,143,40.73
143,E,41.75,N,143,41.75
143,E,41.233,N,143,41.23
143,E,40.483,N,143,40.48
143,E,41.4,N,143,41.4
143,E,40,N,143,40
143,E,40.467,N,143,40.47
143,E,38.45,N,143,38.45
143,E,40.333,N,143,40.33
143,E,40.033,N,143,40.03
143,E,40.017,N,143,40.02
143,E,38.667,N,143,38.67
143,E,37,N,143,37
143,E,40.52,N,143,40.52
143,E,36.53,N,143,36.53
143,E,37.51,N,143,37.51
143,E,37.5,N,143,37.5
143,E,36.5,N,143,36.5
143,E,36,N,143,36
143,E,37.25,N,143,37.25
143,E,37.49,N,143,37.49
143,E,39.76,N,143,39.76
143.006,E,37.998,N,143.01,38
143.007,E,35.998,N,143.01,36
143.007,E,39.02,N,143.01,39.02
143.01,E,40.5,N,143.01,40.5
143.01,E,39.04,N,143.01,39.04
143.01,E,35.5,N,143.01,35.5
143.01,E,36.93,N,143.01,36.93
143.017,E,38.65,N,143.02,38.65
143.017,E,39.5,N,143.02,39.5
143.017,E,40.25,N,143.02,40.25
143.017,E,39.283,N,143.02,39.28
143.017,E,40,N,143.02,40
143.03,E,37.02,N,143.03,37.02
143.033,E,39.25,N,143.03,39.25
143.033,E,40,N,143.03,40
143.05,E,39.25,N,143.05,39.25
143.05,E,40,N,143.05,40
143.05,E,37.25,N,143.05,37.25
143.05,E,39.267,N,143.05,39.27
143.05,E,37.79,N,143.05,37.79
143.067,E,39.25,N,143.07,39.25
143.068,E,39.588,N,143.07,39.59
143.07,E,38.6,N,143.07,38.6
143.08,E,39.25,N,143.08,39.25
143.083,E,40.033,N,143.08,40.03
143.095,E,37.868,N,143.09,37.87
143.1,E,40.533,N,143.1,40.53
143.105,E,39.902,N,143.1,39.9
143.11,E,39.49,N,143.11,39.49
143.117,E,39.533,N,143.12,39.53
143.117,E,40.517,N,143.12,40.52
143.12,E,38.14,N,143.12,38.14
143.13,E,36.65,N,143.13,36.65
143.149,E,40.337,N,143.15,40.34
143.15,E,38.5,N,143.15,38.5
143.167,E,38.5,N,143.17,38.5
143.167,E,39,N,143.17,39
143.167,E,38,N,143.17,38
143.17,E,39.5,N,143.17,39.5
143.17,E,41.5,N,143.17,41.5
143.18,E,41.48,N,143.18,41.48
143.18,E,40.61,N,143.18,40.61
143.183,E,39.533,N,143.18,39.53
143.183,E,36.667,N,143.18,36.67
143.183,E,38.5,N,143.18,38.5
143.197,E,39.502,N,143.2,39.5
143.2,E,39.57,N,143.2,39.57
143.204,E,39.506,N,143.2,39.51
143.21,E,38.59,N,143.21,38.59
143.22,E,38.43,N,143.22,38.43
143.224,E,39.316,N,143.22,39.32
143.233,E,38.733,N,143.23,38.73
143.247,E,37,N,143.25,37
143.25,E,39.267,N,143.25,39.27
143.25,E,38,N,143.25,38
143.25,E,41.165,N,143.25,41.16
143.252,E,41.17,N,143.25,41.17
143.267,E,40,N,143.27,40
143.268,E,41.452,N,143.27,41.45
143.317,E,41.317,N,143.32,41.32
143.317,E,40.833,N,143.32,40.83
143.317,E,38.983,N,143.32,38.98
143.317,E,38.917,N,143.32,38.92
143.325,E,40.486,N,143.32,40.49
143.33,E,40.5,N,143.33,40.5
143.33,E,41.5,N,143.33,41.5
143.332,E,41.05,N,143.33,41.05
143.333,E,41.433,N,143.33,41.43
143.34,E,37.5,N,143.34,37.5
143.35,E,41.417,N,143.35,41.42
143.4,E,41.483,N,143.4,41.48
143.405,E,37.269,N,143.41,37.27
143.409,E,38.258,N,143.41,38.26
143.417,E,40.5,N,143.42,40.5
143.45,E,40.017,N,143.45,40.02
143.483,E,35.5,N,143.48,35.5
143.483,E,37.5,N,143.48,37.5
143.483,E,38.25,N,143.48,38.25
143.483,E,41.417,N,143.48,41.42
143.483,E,40,N,143.48,40
143.483,E,41.483,N,143.48,41.48
143.483,E,40.867,N,143.48,40.87
143.483,E,39.017,N,143.48,39.02
143.483,E,41.033,N,143.48,41.03
143.5,E,40.483,N,143.5,40.48
143.5,E,41.833,N,143.5,41.83
143.5,E,38.5,N,143.5,38.5
143.5,E,39.983,N,143.5,39.98
143.5,E,39.5,N,143.5,39.5
143.5,E,33.55,N,143.5,33.55
143.5,E,40.5,N,143.5,40.5
143.5,E,41.817,N,143.5,41.82
143.5,E,41.517,N,143.5,41.52
143.5,E,39,N,143.5,39
143.5,E,41,N,143.5,41
143.5,E,40,N,143.5,40
143.5,E,37,N,143.5,37
143.5,E,41.433,N,143.5,41.43
143.5,E,41.417,N,143.5,41.42
143.5,E,40.533,N,143.5,40.53
143.5,E,38.667,N,143.5,38.67
143.517,E,35.483,N,143.52,35.48
143.517,E,41.317,N,143.52,41.32
143.517,E,42.017,N,143.52,42.02
143.517,E,41.483,N,143.52,41.48
143.533,E,38.5,N,143.53,38.5
143.533,E,42,N,143.53,42
143.55,E,34.983,N,143.55,34.98
143.55,E,39.517,N,143.55,39.52
143.583,E,41.85,N,143.58,41.85
143.591,E,40.324,N,143.59,40.32
143.617,E,37.98,N,143.62,37.98
143.633,E,42,N,143.63,42
143.633,E,37.504,N,143.63,37.5
143.635,E,37.493,N,143.63,37.49
143.66,E,38,N,143.66,38
143.667,E,41.433,N,143.67,41.43
143.667,E,40.533,N,143.67,40.53
143.667,E,41.5,N,143.67,41.5
143.667,E,40.667,N,143.67,40.67
143.667,E,40.5,N,143.67,40.5
143.67,E,40.52,N,143.67,40.52
143.67,E,38.5,N,143.67,38.5
143.67,E,37.5,N,143.67,37.5
143.67,E,38,N,143.67,38
143.675,E,38.338,N,143.68,38.34
143.68,E,38.507,N,143.68,38.51
143.7,E,38.952,N,143.7,38.95
143.717,E,38.503,N,143.72,38.5
143.747,E,41.913,N,143.75,41.91
143.75,E,41.183,N,143.75,41.18
143.75,E,42.1,N,143.75,42.1
143.75,E,41,N,143.75,41
143.75,E,37.25,N,143.75,37.25
143.75,E,36.25,N,143.75,36.25
143.75,E,35.75,N,143.75,35.75
143.75,E,38.48,N,143.75,38.48
143.75,E,38.53,N,143.75,38.53
143.76,E,37.81,N,143.76,37.81
143.76,E,40.5,N,143.76,40.5
143.783,E,42.25,N,143.78,42.25
143.83,E,42.01,N,143.83,42.01
143.833,E,40.667,N,143.83,40.67
143.833,E,39.667,N,143.83,39.67
143.867,E,42.1,N,143.87,42.1
143.87,E,37.88,N,143.87,37.88
143.883,E,40.5,N,143.88,40.5
143.89,E,40.59,N,143.89,40.59
143.9,E,41.983,N,143.9,41.98
143.917,E,42.5,N,143.92,42.5
143.92,E,41.92,N,143.92,41.92
143.93,E,39.45,N,143.93,39.45
143.933,E,40.033,N,143.93,40.03
143.95,E,39,N,143.95,39
143.95,E,41.5,N,143.95,41.5
143.967,E,41.5,N,143.97,41.5
143.967,E,41.483,N,143.97,41.48
143.967,E,41.467,N,143.97,41.47
143.967,E,41.533,N,143.97,41.53
143.967,E,41.017,N,143.97,41.02
143.967,E,40.333,N,143.97,40.33
143.967,E,42.3,N,143.97,42.3
143.967,E,39.983,N,143.97,39.98
143.975,E,39.547,N,143.97,39.55
143.975,E,38.943,N,143.97,38.94
143.98,E,39.27,N,143.98,39.27
143.983,E,41.5,N,143.98,41.5
143.983,E,41.517,N,143.98,41.52
143.983,E,41.483,N,143.98,41.48
143.983,E,39.983,N,143.98,39.98
143.983,E,41.467,N,143.98,41.47
143.983,E,41.417,N,143.98,41.42
143.983,E,39.5,N,143.98,39.5
143.983,E,41.4,N,143.98,41.4
143.983,E,46,N,143.98,46
143.983,E,42.3,N,143.98,42.3
143.983,E,41.833,N,143.98,41.83
143.985,E,42.41,N,143.99,42.41
143.99,E,42.49,N,143.99,42.49
143.998,E,40.333,N,144,40.33
144,E,41.5,N,144,41.5
144,E,41.483,N,144,41.48
144,E,41.467,N,144,41.47
144,E,41.517,N,144,41.52
144,E,41.833,N,144,41.83
144,E,40.483,N,144,40.48
144,E,40.5,N,144,40.5
144,E,40,N,144,40
144,E,40.983,N,144,40.98
144,E,39.483,N,144,39.48
144,E,40.967,N,144,40.97
144,E,39,N,144,39
144,E,36.983,N,144,36.98
144,E,36,N,144,36
144,E,37,N,144,37
144,E,42,N,144,42
144,E,39.5,N,144,39.5
144,E,39.983,N,144,39.98
144,E,41,N,144,41
144,E,41.267,N,144,41.27
144,E,41.617,N,144,41.62
144,E,41.6,N,144,41.6
144,E,41.983,N,144,41.98
144,E,45.667,N,144,45.67
144,E,40.833,N,144,40.83
144,E,38.983,N,144,38.98
144,E,38.967,N,144,38.97
144,E,40.05,N,144,40.05
144,E,40.033,N,144,40.03
144,E,41.333,N,144,41.33
144,E,39.967,N,144,39.97
144,E,39.183,N,144,39.18
144,E,40.017,N,144,40.02
144,E,41.417,N,144,41.42
144,E,40.533,N,144,40.53
144,E,38.683,N,144,38.68
144,E,38.667,N,144,38.67
144,E,42.5,N,144,42.5
144.005,E,39.955,N,144,39.95
144.01,E,40.5,N,144.01,40.5
144.017,E,39.508,N,144.02,39.51
144.017,E,41.5,N,144.02,41.5
144.017,E,41.483,N,144.02,41.48
144.017,E,38.5,N,144.02,38.5
144.017,E,40.017,N,144.02,40.02
144.017,E,40,N,144.02,40
144.017,E,39.483,N,144.02,39.48
144.017,E,40.333,N,144.02,40.33
144.017,E,40.317,N,144.02,40.32
144.017,E,39.033,N,144.02,39.03
144.017,E,40.3,N,144.02,40.3
144.017,E,42.017,N,144.02,42.02
144.02,E,38,N,144.02,38
144.025,E,41.905,N,144.03,41.91
144.033,E,41.467,N,144.03,41.47
144.033,E,41.533,N,144.03,41.53
144.033,E,41.5,N,144.03,41.5
144.033,E,41.833,N,144.03,41.83
144.039,E,39.28,N,144.04,39.28
144.04,E,40.603,N,144.04,40.6
144.05,E,41.483,N,144.05,41.48
144.05,E,41.5,N,144.05,41.5
144.05,E,40.083,N,144.05,40.08
144.05,E,39.967,N,144.05,39.97
144.05,E,41.033,N,144.05,41.03
144.05,E,42.217,N,144.05,42.22
144.065,E,40.503,N,144.06,40.5
144.067,E,41.483,N,144.07,41.48
144.067,E,41.517,N,144.07,41.52
144.067,E,41.5,N,144.07,41.5
144.067,E,41.383,N,144.07,41.38
144.072,E,41.995,N,144.07,41.99
144.08,E,39.54,N,144.08,39.54
144.083,E,41.5,N,144.08,41.5
144.083,E,41.483,N,144.08,41.48
144.083,E,41.467,N,144.08,41.47
144.083,E,42,N,144.08,42
144.083,E,40.233,N,144.08,40.23
144.083,E,42.217,N,144.08,42.22
144.1,E,41.517,N,144.1,41.52
144.1,E,41.467,N,144.1,41.47
144.1,E,42.233,N,144.1,42.23
144.1,E,39.43,N,144.1,39.43
144.117,E,42,N,144.12,42
144.132,E,37.917,N,144.13,37.92
144.15,E,39.983,N,144.15,39.98
144.18,E,41.285,N,144.18,41.28
144.183,E,40.983,N,144.18,40.98
144.233,E,37.5,N,144.23,37.5
144.25,E,40.983,N,144.25,40.98
144.267,E,35.5,N,144.27,35.5
144.267,E,37,N,144.27,37
144.267,E,41.367,N,144.27,41.37
144.283,E,42.733,N,144.28,42.73
144.3,E,39.5,N,144.3,39.5
144.317,E,34.983,N,144.32,34.98
144.317,E,41.85,N,144.32,41.85
144.33,E,40.5,N,144.33,40.5
144.33,E,41.5,N,144.33,41.5
144.33,E,41.43,N,144.33,41.43
144.33,E,40.53,N,144.33,40.53
144.333,E,40.667,N,144.33,40.67
144.333,E,41.983,N,144.33,41.98
144.333,E,42.5,N,144.33,42.5
144.389,E,42.401,N,144.39,42.4
144.4,E,42.75,N,144.4,42.75
144.415,E,41.416,N,144.41,41.42
144.427,E,41.155,N,144.43,41.16
144.45,E,36,N,144.45,36
144.467,E,38.233,N,144.47,38.23
144.467,E,40.5,N,144.47,40.5
144.467,E,42.767,N,144.47,42.77
144.467,E,42.683,N,144.47,42.68
144.467,E,38.25,N,144.47,38.25
144.475,E,41.63,N,144.47,41.63
144.483,E,41.017,N,144.48,41.02
144.483,E,37.083,N,144.48,37.08
144.483,E,39,N,144.48,39
144.49,E,41.92,N,144.49,41.92
144.49,E,39.5,N,144.49,39.5
144.495,E,38.497,N,144.5,38.5
144.4951,E,42.4999,N,144.5,42.5
144.499,E,37.004,N,144.5,37
144.5,E,39.233,N,144.5,39.23
144.5,E,40.533,N,144.5,40.53
144.5,E,39.5,N,144.5,39.5
144.5,E,41.517,N,144.5,41.52
144.5,E,40.65,N,144.5,40.65
144.5,E,41.833,N,144.5,41.83
144.5,E,40,N,144.5,40
144.5,E,41,N,144.5,41
144.5,E,40.833,N,144.5,40.83
144.5,E,39.167,N,144.5,39.17
144.5,E,39,N,144.5,39
144.5,E,39.967,N,144.5,39.97
144.5,E,39.133,N,144.5,39.13
144.5,E,42.017,N,144.5,42.02
144.5,E,42.2,N,144.5,42.2
144.5,E,38,N,144.5,38
144.5,E,38.667,N,144.5,38.67
144.5,E,37.5,N,144.5,37.5
144.5,E,38.41,N,144.5,38.41
144.5,E,36.5,N,144.5,36.5
144.5,E,36.08,N,144.5,36.08
144.5,E,42.665,N,144.5,42.66
144.502,E,42.585,N,144.5,42.59
