Latitude_org,"N,S",Longitude_org,"E,W",Latitude,Longitude
41.433,N,143.5,E,41.43,143.5
41.45,N,147,E,41.45,147
41.452,N,143.268,E,41.45,143.27
41.46,N,171.035,E,41.46,171.03
41.46,N,177.008,W,41.46,-177.01
41.462,NA,145.589,E,41.46,145.59
41.465,NA,155.002,E,41.47,155
41.467,N,143.967,E,41.47,143.97
41.467,N,143.983,E,41.47,143.98
41.467,N,144,E,41.47,144
41.467,N,144.033,E,41.47,144.03
41.467,N,144.083,E,41.47,144.08
41.467,N,144.1,E,41.47,144.1
41.467,N,145.967,E,41.47,145.97
41.467,N,147.017,E,41.47,147.02
41.475,N,175.028,E,41.48,175.03
41.477,NA,145.479,E,41.48,145.48
41.48,N,143.18,E,41.48,143.18
41.483,NA,151.529,E,41.48,151.53
41.483,N,142.483,E,41.48,142.48
41.483,N,143.4,E,41.48,143.4
41.483,N,143.483,E,41.48,143.48
41.483,N,143.517,E,41.48,143.52
41.483,N,143.967,E,41.48,143.97
41.483,N,143.983,E,41.48,143.98
41.483,N,144,E,41.48,144
41.483,N,144.017,E,41.48,144.02
41.483,N,144.05,E,41.48,144.05
41.483,N,144.067,E,41.48,144.07
41.483,N,144.083,E,41.48,144.08
41.483,N,144.983,E,41.48,144.98
41.483,N,145.017,E,41.48,145.02
41.483,N,145.967,E,41.48,145.97
41.483,N,146,E,41.48,146
41.483,N,146.067,E,41.48,146.07
41.483,N,146.483,E,41.48,146.48
41.483,N,146.517,E,41.48,146.52
41.483,N,146.8,E,41.48,146.8
41.483,N,146.95,E,41.48,146.95
41.483,N,147,E,41.48,147
41.483,N,147.95,E,41.48,147.95
41.483,N,148.3,E,41.48,148.3
41.483,N,149.033,E,41.48,149.03
41.483,N,151.467,E,41.48,151.47
41.485,N,160.005,E,41.48,160
41.485,N,160.005,W,41.48,-160
41.49,N,139.843,E,41.49,139.84
41.492,N,165,E,41.49,165
41.493,NA,145.484,E,41.49,145.48
41.495,N,142.195,E,41.49,142.19
41.495,N,177,W,41.49,-177
41.496,NA,145.502,E,41.5,145.5
41.496,N,139.837,E,41.5,139.84
41.497,NA,151.465,E,41.5,151.47
41.497,N,176.99,E,41.5,176.99
41.498,NA,145.516,E,41.5,145.52
41.498,NA,145.559,E,41.5,145.56
41.498,N,144.333,E,41.5,144.33
41.498,N,144.667,E,41.5,144.67
41.498,N,150.815,E,41.5,150.81
41.498,N,152.003,E,41.5,152
41.498,N,164.993,W,41.5,-164.99
41.498,N,169.002,W,41.5,-169
41.499,NA,145.509,E,41.5,145.51
41.499,N,138,E,41.5,138
41.499,N,139.014,E,41.5,139.01
41.5,NA,141.667,E,41.5,141.67
41.5,NA,142,E,41.5,142
41.5,NA,142.333,E,41.5,142.33
41.5,NA,142.667,E,41.5,142.67
41.5,NA,143,E,41.5,143
41.5,NA,143.333,E,41.5,143.33
41.5,NA,143.667,E,41.5,143.67
41.5,NA,144,E,41.5,144
41.5,NA,145,E,41.5,145
41.5,NA,145.45,E,41.5,145.45
41.5,NA,146.062,E,41.5,146.06
41.5,N,138.022,E,41.5,138.02
41.5,N,138.505,E,41.5,138.5
41.5,N,139.499,E,41.5,139.5
41.5,N,141.66,E,41.5,141.66
41.5,N,142.15,E,41.5,142.15
41.5,N,142.99,E,41.5,142.99
41.5,N,143.17,E,41.5,143.17
41.5,N,143.95,E,41.5,143.95
41.5,N,143.967,E,41.5,143.97
41.5,N,143.983,E,41.5,143.98
41.5,N,144.017,E,41.5,144.02
41.5,N,144.033,E,41.5,144.03
41.5,N,144.05,E,41.5,144.05
41.5,N,144.067,E,41.5,144.07
41.5,N,144.083,E,41.5,144.08
41.5,N,144.83,E,41.5,144.83
41.5,N,144.84,E,41.5,144.84
41.5,N,144.967,E,41.5,144.97
41.5,N,144.983,E,41.5,144.98
41.5,N,145.017,E,41.5,145.02
41.5,N,145.033,E,41.5,145.03
41.5,N,145.333,E,41.5,145.33
41.5,N,145.533,E,41.5,145.53
41.5,N,145.833,E,41.5,145.83
41.5,N,145.983,E,41.5,145.98
41.5,N,146,E,41.5,146
41.5,N,146.017,E,41.5,146.02
41.5,N,146.033,E,41.5,146.03
41.5,N,146.067,E,41.5,146.07
41.5,N,146.617,E,41.5,146.62
41.5,N,146.667,E,41.5,146.67
41.5,N,146.7,E,41.5,146.7
41.5,N,146.817,E,41.5,146.82
41.5,N,146.833,E,41.5,146.83
41.5,N,146.85,E,41.5,146.85
41.5,N,146.967,E,41.5,146.97
41.5,N,146.983,E,41.5,146.98
41.5,N,147,E,41.5,147
41.5,N,147.017,E,41.5,147.02
41.5,N,147.067,E,41.5,147.07
41.5,N,147.117,E,41.5,147.12
41.5,N,147.333,E,41.5,147.33
41.5,N,147.5,E,41.5,147.5
41.5,N,147.617,E,41.5,147.62
41.5,N,148,E,41.5,148
41.5,N,148.25,E,41.5,148.25
41.5,N,148.517,E,41.5,148.52
41.5,N,148.833,E,41.5,148.83
41.5,N,148.983,E,41.5,148.98
41.5,N,149,E,41.5,149
41.5,N,149.167,E,41.5,149.17
41.5,N,149.667,E,41.5,149.67
41.5,N,150.993,E,41.5,150.99
41.5,N,151.012,E,41.5,151.01
41.501,N,138.999,E,41.5,139
41.502,N,138.512,E,41.5,138.51
41.502,N,163.002,E,41.5,163
41.505,NA,145.495,E,41.51,145.5
41.505,N,142.982,E,41.51,142.98
41.505,N,172.863,E,41.51,172.86
41.507,N,142.993,E,41.51,142.99
41.507,N,145.489,E,41.51,145.49
41.507,N,149.992,E,41.51,149.99
41.507,N,149.992,W,41.51,-149.99
41.508,N,175,E,41.51,175
41.51,N,145.51,E,41.51,145.51
41.51,N,145.54,E,41.51,145.54
41.513,N,145.007,E,41.51,145.01
41.516,NA,145.498,E,41.52,145.5
41.517,N,142.033,E,41.52,142.03
41.517,N,143.5,E,41.52,143.5
41.517,N,143.983,E,41.52,143.98
41.517,N,144,E,41.52,144
41.517,N,144.067,E,41.52,144.07
41.517,N,144.1,E,41.52,144.1
41.517,N,144.5,E,41.52,144.5
41.517,N,144.967,E,41.52,144.97
41.517,N,144.983,E,41.52,144.98
41.517,N,145,E,41.52,145
41.517,N,145.017,E,41.52,145.02
41.517,N,145.95,E,41.52,145.95
41.517,N,145.967,E,41.52,145.97
41.517,N,145.983,E,41.52,145.98
41.517,N,146,E,41.52,146
41.517,N,146.017,E,41.52,146.02
41.517,N,146.033,E,41.52,146.03
41.517,N,146.817,E,41.52,146.82
41.517,N,146.85,E,41.52,146.85
41.517,N,146.983,E,41.52,146.98
41.517,N,147,E,41.52,147
41.517,N,147.017,E,41.52,147.02
41.517,N,147.033,E,41.52,147.03
41.517,N,149.983,E,41.52,149.98
41.52,NA,145.527,E,41.52,145.53
41.532,N,144.947,E,41.53,144.95
41.533,N,143.967,E,41.53,143.97
41.533,N,144.033,E,41.53,144.03
41.533,N,145,E,41.53,145
41.533,N,145.017,E,41.53,145.02
41.533,N,145.933,E,41.53,145.93
41.533,N,145.983,E,41.53,145.98
41.533,N,146,E,41.53,146
41.533,N,146.033,E,41.53,146.03
41.533,N,146.05,E,41.53,146.05
41.533,N,146.95,E,41.53,146.95
41.533,N,147,E,41.53,147
41.533,N,147.017,E,41.53,147.02
41.541,N,141.99,E,41.54,141.99
41.55,N,142.75,E,41.55,142.75
41.55,N,145.25,E,41.55,145.25
41.55,N,145.917,E,41.55,145.92
41.55,N,145.967,E,41.55,145.97
41.55,N,146.033,E,41.55,146.03
41.55,N,146.95,E,41.55,146.95
41.55,N,147.017,E,41.55,147.02
41.55,N,165.002,W,41.55,-165
41.567,N,144.583,E,41.57,144.58
41.567,N,147.833,E,41.57,147.83
41.568,N,162.997,E,41.57,163
41.568,N,167.003,E,41.57,167
41.577,N,159.005,E,41.58,159
41.58,N,142.17,E,41.58,142.17
41.58,N,154.905,E,41.58,154.91
41.582,NA,150.96,E,41.58,150.96
41.583,N,150.93,E,41.58,150.93
41.583,N,167.055,E,41.58,167.06
41.585,N,167.042,E,41.59,167.04
41.59,N,141.92,E,41.59,141.92
41.595,N,166.933,E,41.59,166.93
41.5956,N,152.299,E,41.6,152.3
41.5969,N,145.1425,E,41.6,145.14
41.597,N,145.149,E,41.6,145.15
41.6,N,144,E,41.6,144
41.6,N,146.567,E,41.6,146.57
41.605,N,142.173,E,41.6,142.17
41.608,N,179.122,E,41.61,179.12
41.617,N,144,E,41.62,144
41.625,N,158.997,E,41.62,159
41.63,N,142.06,E,41.63,142.06
41.63,N,144.475,E,41.63,144.47
41.633,N,164.982,E,41.63,164.98
41.633,N,164.982,W,41.63,-164.98
41.633,N,176.9,W,41.63,-176.9
41.66,N,142.01,E,41.66,142.01
41.667,N,144.533,E,41.67,144.53
41.667,N,146.017,E,41.67,146.02
41.667,N,148,E,41.67,148
41.667,N,154.902,E,41.67,154.9
41.668,N,144.668,E,41.67,144.67
41.678,N,173.017,W,41.68,-173.02
41.683,N,145.167,E,41.68,145.17
41.683,N,146.967,E,41.68,146.97
41.692,N,175.025,E,41.69,175.03
41.7,N,145.767,E,41.7,145.77
41.7,N,147.95,E,41.7,147.95
41.702,N,158.997,E,41.7,159
41.717,NA,175.003,E,41.72,175
41.717,N,149.283,E,41.72,149.28
41.718,N,167.005,E,41.72,167
41.73,N,159,E,41.73,159
41.733,N,142.983,E,41.73,142.98
41.733,N,146.867,E,41.73,146.87
41.733,N,148.5,E,41.73,148.5
41.733,N,149.217,E,41.73,149.22
41.743,NA,179.013,E,41.74,179.01
41.745,N,163,E,41.74,163
41.745,N,179.025,E,41.74,179.03
41.745,N,173.017,W,41.74,-173.02
41.747,NA,175.002,E,41.75,175
41.747,N,168.997,E,41.75,169
41.747,N,177,W,41.75,-177
41.748,NA,173.512,E,41.75,173.51
41.748,NA,178.997,E,41.75,179
41.748,N,146.335,E,41.75,146.34
41.748,N,166.95,E,41.75,166.95
41.748,N,177.432,W,41.75,-177.43
41.75,N,143,E,41.75,143
41.75,N,147.5,E,41.75,147.5
41.75,N,147.75,E,41.75,147.75
41.75,N,148.367,E,41.75,148.37
41.75,N,148.5,E,41.75,148.5
41.75,N,149.25,E,41.75,149.25
41.75,N,167,E,41.75,167
41.752,N,150.747,E,41.75,150.75
41.752,N,168.992,W,41.75,-168.99
41.753,N,164.993,W,41.75,-164.99
41.755,N,167.067,E,41.76,167.07
41.762,N,162.482,E,41.76,162.48
41.767,NA,162.493,E,41.77,162.49
41.772,N,169.017,W,41.77,-169.02
41.792,NA,151.592,E,41.79,151.59
41.795,N,151.563,E,41.8,151.56
41.8,N,145.717,E,41.8,145.72
41.802,NA,159.028,E,41.8,159.03
41.802,N,178.998,E,41.8,179
41.803,N,179.035,E,41.8,179.03
41.817,N,141.333,E,41.82,141.33
41.817,N,142.983,E,41.82,142.98
41.817,N,143.5,E,41.82,143.5
41.817,N,144.633,E,41.82,144.63
41.817,N,147.517,E,41.82,147.52
41.819,N,144.892,E,41.82,144.89
41.825,N,158.977,E,41.83,158.98
41.83,N,145.83,E,41.83,145.83
41.833,NA,145.498,E,41.83,145.5
41.833,N,142,E,41.83,142
41.833,N,142.983,E,41.83,142.98
41.833,N,143.5,E,41.83,143.5
41.833,N,143.983,E,41.83,143.98
41.833,N,144,E,41.83,144
41.833,N,144.033,E,41.83,144.03
41.833,N,144.5,E,41.83,144.5
41.833,N,145,E,41.83,145
41.833,N,146,E,41.83,146
41.833,N,146.817,E,41.83,146.82
41.833,N,167.002,E,41.83,167
41.85,NA,155.005,E,41.85,155
41.85,N,143.583,E,41.85,143.58
41.85,N,144.317,E,41.85,144.32
41.85,N,145,E,41.85,145
41.85,N,145.967,E,41.85,145.97
41.85,N,146.417,E,41.85,146.42
41.855,NA,145.303,E,41.85,145.3
41.855,N,152.003,E,41.85,152
41.867,N,147.9,E,41.87,147.9
41.87,N,162.995,E,41.87,163
41.883,N,145.917,E,41.88,145.92
41.883,N,146.067,E,41.88,146.07
41.883,N,149.133,E,41.88,149.13
41.883,N,150,E,41.88,150
41.888,N,144.718,E,41.89,144.72
41.9,N,144.515,E,41.9,144.51
41.9,N,149.717,E,41.9,149.72
41.905,N,144.025,E,41.91,144.03
41.913,N,143.747,E,41.91,143.75
41.92,N,143.92,E,41.92,143.92
41.92,N,144.49,E,41.92,144.49
41.92,N,144.51,E,41.92,144.51
41.933,N,146.717,E,41.93,146.72
41.937,N,154.538,E,41.94,154.54
41.937,N,154.538,W,41.94,-154.54
41.945,N,163,E,41.95,163
41.952,NA,145.261,E,41.95,145.26
41.967,N,145.033,E,41.97,145.03
41.967,N,149,E,41.97,149
41.967,N,149.967,E,41.97,149.97
41.968,N,150.95,E,41.97,150.95
41.97,N,154.848,E,41.97,154.85
41.98,N,138.002,E,41.98,138
41.983,N,141.817,E,41.98,141.82
41.983,N,143.9,E,41.98,143.9
41.983,N,144,E,41.98,144
41.983,N,144.333,E,41.98,144.33
41.983,N,144.817,E,41.98,144.82
41.983,N,145,E,41.98,145
41.983,N,145.517,E,41.98,145.52
41.983,N,145.983,E,41.98,145.98
41.983,N,146.983,E,41.98,146.98
41.983,N,148.067,E,41.98,148.07
41.988,NA,145.255,E,41.99,145.25
41.988,NA,145.259,E,41.99,145.26
41.992,N,145.239,E,41.99,145.24
41.992,N,165.015,E,41.99,165.01
41.992,N,165.015,W,41.99,-165.01
41.993,N,139,E,41.99,139
41.993,N,145.983,E,41.99,145.98
41.995,N,144.072,E,41.99,144.07
41.996498,N,145.255005,E,42,145.26
41.997,N,138.005,E,42,138
41.998,NA,145.243,E,42,145.24
41.998,NA,145.248,E,42,145.25
41.998,N,138.501,E,42,138.5
41.998,N,139.483,E,42,139.48
41.998,N,162.997,E,42,163
41.999,NA,145.288,E,42,145.29
41.999,N,139.997,E,42,140
42,NA,145,E,42,145
42,NA,145.267,E,42,145.27
42,NA,146.233,E,42,146.23
42,NA,152.502,E,42,152.5
42,N,138.617,E,42,138.62
42,N,139.002,E,42,139
42,N,139.574,E,42,139.57
42,N,141.35,E,42,141.35
42,N,143.533,E,42,143.53
42,N,143.633,E,42,143.63
42,N,144,E,42,144
42,N,144.083,E,42,144.08
42,N,144.117,E,42,144.12
42,N,144.95,E,42,144.95
42,N,144.983,E,42,144.98
42,N,145.067,E,42,145.07
42,N,145.148,E,42,145.15
42,N,145.367,E,42,145.37
42,N,145.42,E,42,145.42
42,N,145.433,E,42,145.43
42,N,145.5,E,42,145.5
42,N,145.917,E,42,145.92
42,N,145.983,E,42,145.98
42,N,145.99,E,42,145.99
42,N,146,E,42,146
42,N,146.01,E,42,146.01
42,N,146.24,E,42,146.24
42,N,146.733,E,42,146.73
42,N,146.767,E,42,146.77
42,N,147,E,42,147
42,N,147.05,E,42,147.05
42,N,148,E,42,148
42,N,148.6,E,42,148.6
42,N,148.617,E,42,148.62
42,N,161.998,E,42,162
42,N,164.993,E,42,164.99
42,N,173,W,42,-173
42.002,NA,155,E,42,155
42.002,N,159,E,42,159
42.002,N,171,E,42,171
42.003,N,165.007,W,42,-165.01
42.005,NA,145.223,E,42.01,145.22
42.005,NA,145.252,E,42.01,145.25
42.005,N,145.265,E,42.01,145.26
42.008,N,144.52,E,42.01,144.52
42.01,N,143.83,E,42.01,143.83
42.01,N,164.865,W,42.01,-164.87
42.013,NA,145.266,E,42.01,145.27
42.015,NA,145.253,E,42.02,145.25
42.015,NA,163.04,E,42.02,163.04
42.017,N,143.517,E,42.02,143.52
42.017,N,144.017,E,42.02,144.02
42.017,N,144.5,E,42.02,144.5
42.017,N,145,E,42.02,145
42.017,N,145.483,E,42.02,145.48
42.017,N,145.533,E,42.02,145.53
42.017,N,147.967,E,42.02,147.97
42.018,NA,145.229,E,42.02,145.23
42.027,N,168.99,W,42.03,-168.99
42.033,N,145.483,E,42.03,145.48
42.033,N,145.967,E,42.03,145.97
42.033,N,146.5,E,42.03,146.5
42.038,N,179.117,E,42.04,179.12
42.04,N,166.2,E,42.04,166.2
42.042,N,151.58,E,42.04,151.58
42.05,NA,179.143,E,42.05,179.14
42.05,N,146.05,E,42.05,146.05
42.05,N,147,E,42.05,147
42.05,N,147.333,E,42.05,147.33
42.058,NA,166.432,E,42.06,166.43
42.063,N,155.002,E,42.06,155
42.067,NA,145.25,E,42.07,145.25
42.067,N,147.817,E,42.07,147.82
42.067,N,166.303,E,42.07,166.3
42.072,N,145.114,E,42.07,145.11
42.074,N,145.115,E,42.07,145.12
42.075,N,145.111,E,42.08,145.11
42.079,NA,145.18,E,42.08,145.18
42.083,N,146.3,E,42.08,146.3
42.083,N,146.733,E,42.08,146.73
42.087,NA,157.318,E,42.09,157.32
42.1,N,143.75,E,42.1,143.75
42.1,N,143.867,E,42.1,143.87
42.1,N,152.018,E,42.1,152.02
42.115,NA,145.199,E,42.12,145.2
42.117,N,146.017,E,42.12,146.02
42.117,N,146.433,E,42.12,146.43
42.119,NA,145.188,E,42.12,145.19
42.124,NA,145.182,E,42.12,145.18
42.126,NA,145.188,E,42.13,145.19
42.128,NA,145.2,E,42.13,145.2
42.128,N,172.995,W,42.13,-173
42.129166,N,145.183334,E,42.13,145.18
42.133,N,145.817,E,42.13,145.82
42.133,N,146.617,E,42.13,146.62
42.138,NA,155.178,E,42.14,155.18
42.145,N,150.138,E,42.15,150.14
42.145,N,150.138,W,42.15,-150.14
42.1468,N,145.0753,E,42.15,145.08
42.1499,N,145.0725,E,42.15,145.07
42.15,N,146.817,E,42.15,146.82
42.15,N,147.55,E,42.15,147.55
42.167,NA,151.085,E,42.17,151.09
42.167,N,145.767,E,42.17,145.77
42.167,N,147.567,E,42.17,147.57
42.167,N,148.233,E,42.17,148.23
42.167,N,148.95,E,42.17,148.95
42.167,N,149.65,E,42.17,149.65
42.168,N,146,E,42.17,146
42.168,N,171.002,E,42.17,171
42.182,N,167.035,E,42.18,167.03
42.183,N,146.333,E,42.18,146.33
42.19,N,171.002,E,42.19,171
42.2,N,144.5,E,42.2,144.5
42.2,N,145.32,E,42.2,145.32
42.2,N,145.517,E,42.2,145.52
42.2,N,145.767,E,42.2,145.77
42.2,N,145.9,E,42.2,145.9
42.2,N,146.017,E,42.2,146.02
42.207,N,145.042,E,42.21,145.04
42.207,N,145.048,E,42.21,145.05
42.215,N,145.044,E,42.22,145.04
42.217,N,144.05,E,42.22,144.05
42.217,N,144.083,E,42.22,144.08
42.217,N,145.017,E,42.22,145.02
42.222,NA,145.161,E,42.22,145.16
42.227,N,162.9,E,42.23,162.9
42.233,N,144.1,E,42.23,144.1
42.233,N,146.733,E,42.23,146.73
42.233,N,149.5,E,42.23,149.5
42.233,N,165.013,W,42.23,-165.01
42.235,NA,145.133,E,42.23,145.13
42.236,N,145.123,E,42.24,145.12
42.24,N,145.152,E,42.24,145.15
42.24,N,176.977,W,42.24,-176.98
42.243,N,168.987,E,42.24,168.99
42.245,NA,145.13,E,42.24,145.13
42.246,NA,145.139,E,42.25,145.14
42.247,NA,145.147,E,42.25,145.15
42.248,NA,145.12,E,42.25,145.12
42.249,NA,145.134,E,42.25,145.13
42.25,NA,145.18,E,42.25,145.18
42.25,N,143.783,E,42.25,143.78
42.25,N,145.11,E,42.25,145.11
42.25,N,145.46,E,42.25,145.46
42.25,N,145.633,E,42.25,145.63
42.25,N,146,E,42.25,146
42.25,N,146.007,E,42.25,146.01
42.25,N,146.13,E,42.25,146.13
42.25,N,146.25,E,42.25,146.25
42.25,N,146.533,E,42.25,146.53
42.25,N,146.767,E,42.25,146.77
42.25,N,147.25,E,42.25,147.25
42.25,N,147.5,E,42.25,147.5
42.25,N,148.25,E,42.25,148.25
42.25,N,149,E,42.25,149
42.25,N,149.3,E,42.25,149.3
42.25,N,149.717,E,42.25,149.72
42.25,N,149.75,E,42.25,149.75
42.25,N,171.003,E,42.25,171
42.25,N,164.998,W,42.25,-165
42.252,N,173.007,E,42.25,173.01
42.253,N,172.998,W,42.25,-173
42.255,NA,145.123,E,42.26,145.12
42.255,NA,145.132,E,42.26,145.13
42.257,N,155.002,E,42.26,155
42.257,N,174.78,E,42.26,174.78
42.265,NA,145.108,E,42.27,145.11
42.265,N,158.998,E,42.27,159
42.267,N,147,E,42.27,147
42.268,N,146.078,E,42.27,146.08
42.273,N,165.028,W,42.27,-165.03
42.278,NA,145.122,E,42.28,145.12
42.283,N,147.6,E,42.28,147.6
42.283,N,148.633,E,42.28,148.63
42.283,N,167,E,42.28,167
42.288,N,166.992,E,42.29,166.99
42.29,N,177.11,W,42.29,-177.11
42.292,N,167.003,E,42.29,167
42.2939,N,145.011,E,42.29,145.01
42.298,N,144.597,E,42.3,144.6
42.2988,N,144.5934,E,42.3,144.59
42.3,NA,151.315,E,42.3,151.31
42.3,N,143.967,E,42.3,143.97
42.3,N,143.983,E,42.3,143.98
42.3,N,145,E,42.3,145
42.3,N,145.817,E,42.3,145.82
42.3,N,145.95,E,42.3,145.95
42.3,N,148.017,E,42.3,148.02
42.302,N,151.317,E,42.3,151.32
42.3067,N,145.001,E,42.31,145
42.307,N,166.867,E,42.31,166.87
42.3096,N,153.2975,E,42.31,153.3
42.315,N,165.115,E,42.31,165.12
42.315,N,165.115,W,42.31,-165.12
42.32,N,145.13,E,42.32,145.13
42.325,N,162.997,E,42.33,163
42.325,N,166.84,E,42.33,166.84
42.333,NA,145.133,E,42.33,145.13
42.333,N,144.667,E,42.33,144.67
42.333,N,144.967,E,42.33,144.97
42.333,N,145,E,42.33,145
42.333,N,146,E,42.33,146
42.333,N,146.05,E,42.33,146.05
42.333,N,147.5,E,42.33,147.5
42.333,N,147.967,E,42.33,147.97
42.34,N,145.06,E,42.34,145.06
42.34,N,176.942,E,42.34,176.94
42.345,NA,145.087,E,42.34,145.09
42.347,N,144.571,E,42.35,144.57
42.348,NA,145.073,E,42.35,145.07
42.3481,N,144.5757,E,42.35,144.58
42.349,NA,145.089,E,42.35,145.09
42.35,N,145.077,E,42.35,145.08
42.35,N,158.972,E,42.35,158.97
42.351,N,144.565,E,42.35,144.56
42.357,NA,145.077,E,42.36,145.08
42.36,NA,145.067,E,42.36,145.07
42.365,NA,162.85,E,42.37,162.85
42.367,N,145.267,E,42.37,145.27
42.367,N,148.6,E,42.37,148.6
42.379,NA,145.065,E,42.38,145.06
42.383,N,145.2,E,42.38,145.2
42.383,N,145.5,E,42.38,145.5
42.383,N,146.283,E,42.38,146.28
42.387,N,170.997,E,42.39,171
42.393,N,145.258,E,42.39,145.26
42.398,N,144.5483,E,42.4,144.55
42.4,N,144.542,E,42.4,144.54
42.4,N,146.55,E,42.4,146.55
42.401,N,144.389,E,42.4,144.39
42.408,N,159.907,E,42.41,159.91
42.408,N,159.907,W,42.41,-159.91
42.41,N,143.985,E,42.41,143.99
42.412,NA,175.158,E,42.41,175.16
42.417,NA,145.127,E,42.42,145.13
42.417,N,145.25,E,42.42,145.25
42.42,N,145.2,E,42.42,145.2
42.425,N,175.003,E,42.42,175
42.433,N,144.583,E,42.43,144.58
42.433,N,145.333,E,42.43,145.33
42.433,N,147.3,E,42.43,147.3
42.447,N,178.997,E,42.45,179
42.46,NA,145.03,E,42.46,145.03
42.467,N,147.55,E,42.47,147.55
42.467,N,149.667,E,42.47,149.67
42.467,N,176.997,W,42.47,-177
42.47,N,156.975,E,42.47,156.97
42.483,N,145.217,E,42.48,145.22
42.483,N,146.717,E,42.48,146.72
42.483,N,146.867,E,42.48,146.87
42.483,N,147.267,E,42.48,147.27
42.483,N,149.733,E,42.48,149.73
42.483,N,153.467,E,42.48,153.47
42.486,NA,144.978,E,42.49,144.98
42.487,NA,144.999,E,42.49,145
42.49,N,143.99,E,42.49,143.99
42.492,NA,153.468,E,42.49,153.47
42.493,NA,144.985,E,42.49,144.99
42.493,NA,171.008,E,42.49,171.01
42.495,N,154.993,E,42.49,154.99
42.496,NA,144.99,E,42.5,144.99
42.496,NA,145.001,E,42.5,145
42.497,NA,144.983,E,42.5,144.98
42.497,NA,145.009,E,42.5,145.01
42.498,N,144.5,E,42.5,144.5
42.5,NA,145.85,E,42.5,145.85
42.5,N,143.917,E,42.5,143.92
42.5,N,144,E,42.5,144
42.5,N,144.333,E,42.5,144.33
42.5,N,144.55,E,42.5,144.55
42.5,N,144.683,E,42.5,144.68
42.5,N,144.833,E,42.5,144.83
42.5,N,145.15,E,42.5,145.15
42.5,N,145.333,E,42.5,145.33
42.5,N,145.467,E,42.5,145.47
42.5,N,146.35,E,42.5,146.35
42.5,N,147.75,E,42.5,147.75
42.5,N,148,E,42.5,148
42.5,N,148.217,E,42.5,148.22
42.5,N,148.233,E,42.5,148.23
42.5,N,148.317,E,42.5,148.32
42.5,N,148.5,E,42.5,148.5
42.5,N,149,E,42.5,149
42.5,N,149.25,E,42.5,149.25
42.5,N,149.5,E,42.5,149.5
42.5,N,150,E,42.5,150
42.5,N,150.017,E,42.5,150.02
42.5,N,155.003,E,42.5,155
42.5,N,177,W,42.5,-177
42.501,NA,144.972,E,42.5,144.97
42.502,N,153.527,E,42.5,153.53
42.505,N,171.228,E,42.51,171.23
42.506,NA,144.996,E,42.51,145
42.511,NA,145.015,E,42.51,145.01
42.513,N,145.181,E,42.51,145.18
42.517,N,145.133,E,42.52,145.13
42.517,N,146,E,42.52,146
42.517,N,147.45,E,42.52,147.45
42.517,N,148.267,E,42.52,148.27
42.532,NA,153.504,E,42.53,153.5
42.533,N,145.217,E,42.53,145.22
42.533,N,148.133,E,42.53,148.13
42.535,N,169.635,E,42.53,169.63
42.543,N,158.89,E,42.54,158.89
42.55,N,166.875,E,42.55,166.88
42.558,NA,178.837,E,42.56,178.84
42.562,N,166.957,E,42.56,166.96
42.58,NA,144.932,E,42.58,144.93
42.58,NA,144.935,E,42.58,144.94
42.58,N,144.87,E,42.58,144.87
42.58,N,144.95,E,42.58,144.95
42.58,N,144.96,E,42.58,144.96
42.58,N,145.13,E,42.58,145.13
42.58,N,168.98,E,42.58,168.98
42.583,NA,145.075,E,42.58,145.07
42.583,N,144.917,E,42.58,144.92
42.585,NA,144.958,E,42.59,144.96
42.585,N,144.502,E,42.59,144.5
42.588,N,153.508,E,42.59,153.51
42.59,N,144.95,E,42.59,144.95
42.592,N,168.957,W,42.59,-168.96
42.593,N,167.002,E,42.59,167
42.597,N,176.965,E,42.6,176.97
42.6,N,148.85,E,42.6,148.85
42.6,N,164.995,E,42.6,165
42.61,N,144.53,E,42.61,144.53
42.615,NA,144.969,E,42.62,144.97
42.617,N,149.5,E,42.62,149.5
42.617,N,150,E,42.62,150
42.618,N,158.755,E,42.62,158.75
42.628,N,179.002,E,42.63,179
42.633,NA,144.933,E,42.63,144.93
42.633,N,144.983,E,42.63,144.98
42.65,N,145.667,E,42.65,145.67
42.65,N,145.95,E,42.65,145.95
42.653,N,144.648,E,42.65,144.65
42.655,NA,144.89,E,42.66,144.89
42.656,NA,144.896,E,42.66,144.9
42.66,N,144.905,E,42.66,144.91
42.662,NA,144.931,E,42.66,144.93
42.665,N,144.5,E,42.66,144.5
42.665501,N,144.911667,E,42.67,144.91
42.666,N,144.916,E,42.67,144.92
42.667,NA,144.925,E,42.67,144.93
42.667,N,146.333,E,42.67,146.33
42.667,N,148.75,E,42.67,148.75
42.67,NA,144.958,E,42.67,144.96
42.67,N,144.58,E,42.67,144.58
42.671,NA,144.895,E,42.67,144.9
42.678,NA,144.911,E,42.68,144.91
42.683,N,144.467,E,42.68,144.47
42.683,N,144.817,E,42.68,144.82
42.69,N,162.998,E,42.69,163
42.7,N,145,E,42.7,145
42.71,N,165.128,W,42.71,-165.13
42.717,N,148.767,E,42.72,148.77
42.733,N,144.283,E,42.73,144.28
42.733,N,145,E,42.73,145
42.733,N,145.95,E,42.73,145.95
42.738,N,165.005,E,42.74,165
42.738,N,165.005,W,42.74,-165
42.748,N,165,W,42.75,-165
42.75,N,144.4,E,42.75,144.4
42.75,N,145,E,42.75,145
